Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
च,च,च{अव्य},च{अव्य},-,-,-,-,और,God_of_the_gods,-,-,L
सर्वे,सर्वे,सर्व{पुं}{1;बहु}/सर्व{नपुं}{1;द्वि}/सर्व{नपुं}{2;द्वि}/सर्वा{स्त्री}{1;द्वि}/सर्वा{स्त्री}{2;द्वि},सर्व{पुं}{1;बहु},-,-,विशेषणम् 15,-,सब,O_refuge_of_the_universe,-,-,L
सिद्ध-सङ्घाः,सिद्धसङ्घाः,सिद्ध-सङ्घ{पुं}{1;बहु}/सङ्घ{पुं}{8;बहु},सिद्ध-सङ्घ{पुं}{1;बहु},<सिद्ध-सङ्घाः>T6,सिद्धानां सङ्घः = सिद्धसङ्घः ते सिद्धसङ्घाः,कर्ता 16,-,सिद्धगणों_के_समुदाय,because,-,-,L
नमस्यन्ति,नमस्यन्ति,नमस्यन्ति,नमस्य{कर्तरि;लट्;प्र;बहु;परस्मैपदी;नमस्य;नामधातु},-,-,-,-,नमस्कार_कर_रहे_हैं,cause,-,-,LL
11.34.Aमहत्-आत्मन्,11.34.B-,11.34.Cमहत्-आत्मन्{पुं}{8;एक},11.34.Dमहद्-आत्मन्{पुं}{8;एक},11.34.E<महत्-आत्मन्>Bs6,11.34.Fमहान् आत्मा यस्य सः = महात्मा सम्बोधने महात्मन्,11.34.Gसम्बोध्यः 10,11.34.H-,11.34.Iहे_महात्मन्,effect,-,-,GGGG
ब्रह्मणः,ब्रह्मणोऽप्यादिकर्त्रे,ब्रह्मन्{पुं}{2;बहु}/ब्रह्मन्{पुं}{5;एक}/ब्रह्मन्{पुं}{6;एक}/ब्रह्मन्{नपुं}{5;एक}/ब्रह्मन्{नपुं}{6;एक},ब्रह्मन्{नपुं}{6;एक},-,-,षष्ठीसम्बन्धः 4,-,ब्रह्मा_के,and,-,-,G
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 2,-,भी,transcendental,शश्वत् सदा भवं शाश्वतम्,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LLLG
आदि-कर्त्रे,-,आदिन्-कर्तृ{पुं}{4;एक},आदि-कर्तृ{पुं}{4;एक},<आदि-कर्त्रे>K1,आदिः सः कर्ता च = आदिकर्ता तस्मै आदिकर्त्रे,समुच्चितम् 5,-,आदिकर्ता,imperishable,तिष्ठत्यास्मिन्निति स्थानम्,-,L
च,-,च{अव्य},च{अव्य},-,-,विशेषणम् 7,-,और,is,-,-,LLG
गरीयसे,गरीयसे,गरीयस्{पुं}{4;एक}/गरीयस्{नपुं}{4;एक},गरीयस्{पुं}{4;एक},-,-,समुच्चितम् 5,-,सब_से_बड़े,that,18.60.K-,-,18.67.ML
ते,ते,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{4;एक},-,-,प्रयोजनम् 10,-,आपके_लिये,you,-,18.64.L-,GG
कस्मात्,कस्माच्च,कस्मात्{अव्य}/किम्{पुं}{5;एक}/किम्{नपुं}{5;एक},किम्{नपुं}{5;एक},-,-,हेतुः 10,-,कैसे,are,-,-,GG
न,न,न{अव्य},न{अव्य},-,-,सम्बन्धः 10,-,न,11.35.Jyou,गूहितुं योग्यं गुह्यं तस्मात्,-,GGGGLG
नमेरन्,नमेरन्महात्मन्,नमेरन्,नम्{कर्तरि;विधिलिङ्;प्र;बहु;आत्मनेपदी;णमँ;भ्वादिः},-,-,-,-,नमस्कार_करें,the_original_Supreme_God,ज्ञायतेऽनेनेति ज्ञानम्,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GGLG
अन्-अन्त,अनन्त,अन्-{अव्य}-अन्त{पुं}{8;एक}/अन्त{नपुं}{8;एक},अनन्त{पुं}{8;एक},<न-अन्त>Bsmn,न अन्तम् यस्य = अनन्तः सम्बोधने अनन्त,सम्बोध्यः 23,-,हे_अनन्त,and,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GGGGG
देव-ईश,देवेश,देव-ईश{पुं}{8;एक},देवेश{पुं}{8;एक},<देव-ईश>T6,देवानाम् ईशः = देवेशः सम्बोधने देवेश,सम्बोध्यः 23,-,हे_देवेश,ancient,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),L
जगत्-निवास,जन्निवास,जगत्-निवास{पुं}{8;एक}/निवास{नपुं}{8;एक},जगत्-निवास{पुं}{8;एक},<जगत्-निवास>Bs6,जगत् निवासं यस्य सः = जगन्निवासः सम्बोधने जगन्निवास,सम्बोध्यः 23,-,हे_जगन्निवास,personality,-,-,GLGGL
यत्,यत्,यत्{अव्य}/यद्{नपुं}{1;एक}/यद्{नपुं}{2;एक}/यत्{अव्य},यद्{नपुं}{1;एक},-,-,सम्बन्धः 21,-,जो,are,-,-,GLL
सत्,सदसत्तत्परं,सत्{पुं}{1;एक}/सत्{पुं}{8;एक}/सत्{स्त्री}{1;एक}/सत्{स्त्री}{8;एक}/सत्{नपुं}{1;एक}/सत्{नपुं}{2;एक}/सत्{नपुं}{8;एक},सत्{नपुं}{1;एक},-,-,समुच्चितम् 17,-,सत्,you,-,-,G
अ-सत्,-,अ-सत्{पुं}{1;एक}/सत्{पुं}{8;एक}/सत्{स्त्री}{1;एक}/सत्{स्त्री}{8;एक}/सत्{नपुं}{1;एक}/सत्{नपुं}{2;एक}/सत्{नपुं}{8;एक},असत्{नपुं}{1;एक},<न-सत्>Tn,न सत् = असत्,समुच्चितम् 17,-,असत्,this,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),LG
(च),-,(च{अव्य}),(च){अव्य},-,-,कर्ता 20,-,(और),universe,-,-,18.68.MG
तत्-परम्,-,तद्-पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक},तद्-पर{नपुं}{1;एक},-,-,विशेषणम् 19,-,उनसे_परे,transcendental,-,-,LG
अ-क्षरम्,-,अ-क्षर{नपुं}{1;एक}/क्षर{नपुं}{2;एक},अक्षर{नपुं}{1;एक},<न-क्षरम्>Tn,न क्षरम् = अक्षरम्,समुच्चितम् 17,-,अक्षर,refuge,-,18.65.Lरुत्व-यत्व-लोप-सन्धिः (ससजुषो रुः (8।2।66)-भोभगोअघो अपूर्वस्य योऽशि (8।3।17)-लोपः शाकल्यस्य (8।3।19)),GGGLLGGL
(अस्ति),-,(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,प्रतियोगी 14,-,(हैं),and,-,-,LLGLL
(तत्),-,(तद्{नपुं}{1;एक}/तद्{नपुं}{2;एक}),(तद्){नपुं}{1;एक},-,-,अनुयोगी 23,-,(वह),knower,-,-,GL
त्वम्,त्वमक्षरं,युष्मद्{1;एक},युष्मद्{1;एक},-,-,कर्ता 23,-,आप,and,-,-,GG
(असि),-,(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हैं),the_knowable,-,-,LG
11.35.Aत्वम्,11.35.Bत्वमादिदेवः,11.35.Cयुष्मद्{1;एक},11.35.Dयुष्मद्{1;एक},11.35.E-,11.35.F-,11.35.Gकर्ता 6,11.35.H-,11.35.Iआप,transcendental,-,-,18.69.MGL
आदि-देवः,-,आदिन्-देव{पुं}{1;एक}/देवृ{पुं}{8;एक},आदि-देव{पुं}{1;एक},<आदि-देवः>K1,आदिः सः देवः च = आदिदेवः,समुच्चितम् 3,-,आदिदेव,refuge,-,-,GLGGLG
(च),-,(च{अव्य}),(च){अव्य},-,-,कर्तृसमानाधिकरणम् 6,-,(और),are,-,-,LGGGL
पुराणः,पुराणस्त्वमस्य,पुराण{पुं}{1;एक},पुराण{पुं}{1;एक},-,-,विशेषणम् 5,-,सनातन,unlimited_form,-,यण्-सन्धिः (इको यणचि (6।1।77)),GLG
पुरुषः,पुरुषः,पुरुष{पुं}{1;एक},पुरुष{पुं}{1;एक},-,-,समुच्चितम् 3,-,पुरुष,by_You,18.62.K-,वृद्धि-सन्धिः (वृद्धिरेचि (6।1।88)) / यण्-सन्धिः (इको यणचि (6।1।77)),LGLL
(असि),-,(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हैं),universe,-,18.66.Lअनुनासिक-सन्धिः (यरोऽनुनासिकेऽनुनासिको वा (8।4।45)),GLGGLGGG
त्वम्,-,युष्मद्{1;एक},युष्मद्{1;एक},-,-,कर्ता 18,-,आप,pervaded,-,-,LGGG
अस्य,-,इदम्{पुं}{6;एक}/इदम्{नपुं}{6;एक}/अस्3{कर्तरि;लोट्;म;एक;परस्मैपदी;असुँ;दिवादिः},इदम्{नपुं}{6;एक},-,-,विशेषणम् 9,-,इस,is,-,अनुनासिक-सन्धिः (यरोऽनुनासिकेऽनुनासिको वा (8।4।45)),GLGGLGLL
विश्वस्य,विश्वस्य,विश्व{पुं}{6;एक}/विश्व{नपुं}{6;एक}/विश्व{पुं}{6;एक}/विश्व{नपुं}{6;एक}/वि_श्वस्1{कृत्_प्रत्ययः:ल्यप्;श्वसँ;अदादिः},विश्व{नपुं}{6;एक},-,-,षष्ठीसम्बन्धः 12,-,जगत्_के,11.36.Jyou,-,-,GG
परम्,परं,परम्{अव्य}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक},पर{नपुं}{1;एक},-,-,विशेषणम् 11,-,परम्,air,-,-,GG
निधानम्,निधानम्,निधान{नपुं}{1;एक}/निधान{नपुं}{2;एक},निधान{नपुं}{1;एक},-,-,समुच्चितम् 12,-,आश्रय,controller,-,-,LGGG
च,च,च{अव्य},च{अव्य},-,-,कर्तृसमानाधिकरणम् 18,-,और,fire,-,-,LLGGG
वेत्ता,वेत्तासि,वेत्तृ{पुं}{1;एक}/विद्2{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;विदँ;दिवादिः}/विद्2{भावे;लुट्;प्र;एक;आत्मनेपदी;विदँ;दिवादिः}/विद्3{कर्तरि;लुट्;प्र;एक;परस्मैपदी;विदॢँ;तुदादिः}/विद्3{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;विदॢँ;तुदादिः}/विद्3{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;विदॢँ;तुदादिः}/विद्4{कर्तरि;लुट्;प्र;एक;आत्मनेपदी;विदँ;रुधादिः}/विद्4{कर्मणि;लुट्;प्र;एक;आत्मनेपदी;विदँ;रुधादिः},वेत्तृ{पुं}{1;एक},-,-,समुच्चितम् 12,-,जाननेवाले,water,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),LGL
च,च,च{अव्य},च{अव्य},-,-,-,-,तथा,moon,-,-,LL
वेद्यम्,वेद्यं,वेद्य{पुं}{2;एक}/वेद्य{नपुं}{1;एक}/वेद्य{नपुं}{2;एक},विद्{कृत्_प्रत्ययः:ण्यत्;विदँ;अदादिः;नपुं}{2;एक},-,-,समुच्चितम् 12,-,जाननेयोग्य,Brahma,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),LLG
परम्,परं,परम्{अव्य}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक}/पर{पुं}{2;एक}/पर{नपुं}{1;एक}/पर{नपुं}{2;एक},पर{नपुं}{1;एक},-,-,विशेषणम् 17,-,परम,also,-,-,LGG
धाम,धाम,धामन्{नपुं}{1;एक}/धामन्{नपुं}{2;एक}/धामन्{नपुं}{8;एक},धामन्{नपुं}{1;एक},-,-,समुच्चितम् 12,-,धाम,grandfather,-,-,18.71.MGLG
असि,-,अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हैं,are,-,18.67.Lरुत्व-यत्व-लोप-सन्धिः (ससजुषो रुः (8।2।66)-भोभगोअघो अपूर्वस्य योऽशि (8।3।17)-लोपः शाकल्यस्य (8।3।19)),GLGGL
अन्-अन्त-रूप,-,अन्-{अव्य}-अन्त-रूप{नपुं}{8;एक},अनन्त-रूप{पुं}{8;एक},<<न-अन्त>Bsmn-रूप>Bs6,"न अन्तम् यस्य = अनन्तः, अनन्तम् रूपम् यस्य सः = अनन्तरूपः सम्बोधने अनन्तरूप",सम्बोध्यः 23,-,हे_अनन्तरूप,unto_You,-,-,L
त्वया,त्वया,युष्मद्{3;एक},युष्मद्{3;एक},-,-,कर्ता 23,-,आपसे,a_thousand_times,-,-,LGLG
विश्वम्,विश्वमनन्तरूप,विश्व{पुं}{2;एक}/विश्व{नपुं}{1;एक}/विश्व{नपुं}{2;एक}/विश्व{पुं}{2;एक},विश्व{नपुं}{2;एक},-,-,कर्म 23,-,जगत्,offering_respects,-,-,GGL
ततम्,ततं,तत्{पुं}{2;एक}/तत{पुं}{2;एक}/तत{नपुं}{1;एक}/तत{नपुं}{2;एक},तत{नपुं}{2;एक},-,-,कर्मसमानाधिकरणम् 23,-,व्याप्त,again_my_respects,-,-,GLGLL
(अस्ति),-,(अस्2{कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(है),are_being,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GGGGGGGGGLG
11.36.Aत्वम्,11.36.B-,11.36.Cयुष्मद्{1;एक},11.36.Dयुष्मद्{1;एक},11.36.E-,11.36.F-,11.36.Gकर्ता 10,11.36.H-,11.36.Iआप,unto_You,-,-,18.72.MGGLGGLLGGGGGLG
वायुः,वायुर्यमोऽग्निर्वरुणः,वायु{पुं}{1;एक}/वा1{कर्तरि;विधिलिङ्;प्र;बहु;परस्मैपदी;वा;अदादिः},वायु{पुं}{1;एक},-,-,समुच्चितम् 8,-,वायु,again,-,-,LL
यमः,-,यम{पुं}{1;एक},यम{पुं}{1;एक},-,-,समुच्चितम् 8,-,यमराज,also,-,-,GG
अग्निः,-,अग्नि{पुं}{1;एक},अग्नि{पुं}{1;एक},-,-,समुच्चितम् 8,-,अग्नि,and_again,18.64.K-,-,LL
वरुणः,-,वरुण{पुं}{1;एक},वरुण{पुं}{1;एक},-,-,समुच्चितम् 8,-,वरुण,offer_my_respects,-,-,GGLGGGGGLLLG
शशाङ्कः,शशाङ्कः,शशाङ्क{पुं}{1;एक},शशाङ्क{पुं}{1;एक},-,-,समुच्चितम् 8,-,चन्द्रमा,offering_my_respects,-,18.68.Lरुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),18.73.MGGGGL
प्रजा-पतिः,प्रजापतिस्त्वं,प्रजा-पति{पुं}{1;एक},प्रजापति{पुं}{1;एक},<प्रजा-पतिः>T6,प्रजायाः पतिः = प्रजापतिः,समुच्चितम् 8,-,प्रजा_के_स्वामी_ब्रह्मा,are_being,-,-,GLGLLG
च,-,च{अव्य},च{अव्य},-,-,कर्तृसमानाधिकरणम् 10,-,और,11.37.J-,-,सत्व-श्चुत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)-स्तोः श्चुना श्चुः (8।4।40)),GG
प्रपितामहः,प्रपितामहश्च,प्रपितामह{पुं}{1;एक},प्रपितामह{पुं}{1;एक},-,-,समुच्चितम् 8,-,ब्रह्मा_के_भी_पिता,from_the_front,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),L
(असि),-,(अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हैं),also,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),GGGGGGLL
ते,-,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{4;एक},-,-,प्रयोजनम् 15,-,आपके_लिये,from_behind,-,-,GGL
सहस्रकृत्वः,सहस्रकृत्वः,सहस्र{कृत्वसुच्},सहस्रकृत्वस्{अव्य},-,-,क्रियाविशेषणम् 15,-,हजारों_बार,offering_obeisances,-,परसवर्ण-सन्धिः (तोर्लि (8।4।60)) / जश्त्व-चर्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)-खरि च (8।4।55)),LGLG
नमः,नमो,नमः{अव्य},नमः{अव्य},-,-,वीप्सा 14,-,नमस्कार,are_being,-,18.69.L-,GGL
नमः,नमस्तेऽस्तु,नमः{अव्य},नमः{अव्य},-,-,कर्ता 15,-,नमस्कार,everything,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)) / जश्त्व-श्चुत्व-चर्त्व-छत्व (झलां जशोऽन्ते (8।2।39)-स्तोः श्चुना श्चुः (8।4।40)-खरि च (8।4।55)-शश्छोऽटि (8।4।63)),18.74.MGGGGL
अस्तु,-,अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हो,you,-,वृद्धि-सन्धिः (वृद्धिरेचि (6।1।88)),LG
ते,-,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{4;एक},-,-,प्रयोजनम् 22,-,आपके_लिये,from_all_sides,18.65.K-,-,GL
भूयः,भूयोऽपि,भूयः{अव्य}/भूयस्{नपुं}{1;एक}/भूयस्{नपुं}{2;एक}/भूयस्{नपुं}{8;एक},भूयः{अव्य},-,-,क्रियाविशेषणम् 22,-,फिर,certainly,-,-,GGGGLG
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 17,-,भी,offer_my_respects,-,जश्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)),GGL
पुनः_च,पुनश्च,पुनः{अव्य}/च{अव्य},पुनः{अव्य}_च{अव्य},-,-,क्रियाविशेषणम् 22,-,बार-बार,are_being,-,सत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)),GGL
नमः,नमो,नमः{अव्य},नमः{अव्य},-,-,वीप्सा 21,-,नमस्कार,unlimited_force,-,जश्त्व-चर्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)-खरि च (8।4।55)) / अनुनासिक-सन्धिः (यरोऽनुनासिकेऽनुनासिको वा (8।4।45)) / सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),G
नमः,नमस्ते,नमः{अव्य},नमः{अव्य},-,-,कर्ता 22,-,नमस्कार,you,-,-,LG
(अस्तु),-,(अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हो),everything,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),GLG
11.37.Aअन्-अन्त-वीर्य,11.37.Bअनन्तवीर्यामितविक्रमस्त्वं,11.37.Cअन्-{अव्य}-अन्त-वीर्य{नपुं}{8;एक},11.37.Dअनन्त-वीर्य{पुं}{8;एक},11.37.E<<न-अन्त>Bsmn-वीर्य>Bs6,"11.37.Fन अन्तम् यस्य = अनन्तः, अनन्तः वीर्यः यस्य सः = अनन्तवीर्यः",11.37.Gसम्बोध्यः 7,11.37.H-,11.37.Iहे_अनन्त_सामर्थ्यवाले,cover,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),L
ते,-,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{6;एक},-,-,षष्ठीसम्बन्धः 4,-,आपके_लिये,therefore,-,-,LG
पुरस्तात्,पुरस्तादथ,पुरस्तात्{अव्य},पुरस्तात्{अव्य},-,-,समुच्चितम् 4,-,आगे_से,you,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),LG
अथ,-,अथ{अव्य},अथ{अव्य},-,-,क्रियाविशेषणम् 7,-,और,everything,18.66.K-,-,18.75.MGL
पृष्ठतः,पृष्ठतस्ते,पृष्ठ{तसिल्},पृष्ठतः{अव्य},-,-,समुच्चितम् 4,-,पीछे_से,are,-,-,GGLG
नमः,नमः,नमः{अव्य},नमः{अव्य},-,-,कर्ता 7,-,नमस्कार,11.38.JYour,-,-,GG
(अस्तु),-,(अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हो),this,-,18.71.Lयण्-सन्धिः (इको यणचि (6।1।77)),GL
सर्व,सर्व,सर्व्1{कर्तरि;लोट्;म;एक;परस्मैपदी;षर्वँ;भ्वादिः},सर्व{पुं}{8;एक},-,-,सम्बोध्यः 13,-,हे_सर्वात्मन्,glories,-,-,LGLG
ते,ते,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{6;एक},-,-,षष्ठीसम्बन्धः 10,-,आपके_लिये,without_knowing,-,-,GG
सर्वतः,सर्वत,सर्वतः{अव्य},सर्वतः{अव्य},-,-,क्रियाविशेषणम् 13,-,सब_ओर_से,I,-,-,GL
एव,एव,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 10,-,ही,am,-,-,GLLG
नमः,नमोऽस्तु,नमः{अव्य},नमः{अव्य},-,-,कर्ता 13,-,नमस्कार,friend,-,-,GGLG
अस्तु,-,अस्तु{अव्य}/अस्2{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लोट्;प्र;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हो,thus,-,-,GGLGGL
अ-मित-विक्रमः,-,अमित-विक्रम{पुं}{1;एक},अमित-विक्रम{पुं}{1;एक},<<न-मित>Tn-विक्रमः>Bs6,"न मितः = अमितः, अमितः विक्रमः यस्य सः = अमितविक्रमः",विशेषणम् 15,-,अनन्त_पराक्रमशाली,thinking,-,18.72.Lजश्त्व-श्चुत्व-चर्त्व-छत्व (झलां जशोऽन्ते (8।2।39)-स्तोः श्चुना श्चुः (8।4।40)-खरि च (8।4।55)-शश्छोऽटि (8।4।63)) / जश्त्व-सन्धिः (झलां जश् झशि (8।4।53)),
त्वम्,-,युष्मद्{1;एक},युष्मद्{1;एक},-,-,कर्ता 17,-,आप,out_of_love,-,-,
सर्वम्,सर्वं,सर्व{पुं}{2;एक}/सर्व{नपुं}{1;एक}/सर्व{नपुं}{2;एक},सर्व{पुं}{2;एक},-,-,कर्म 17,-,सब_संसार_को,or,18.67.K-,-,
समाप्नोषि,समाप्नोषि,सम्_आप्1{कर्तरि;लट्;म;एक;परस्मैपदी;आपॢँ;स्वादिः},सम्_आप्{कर्तरि;लट्;म;एक;परस्मैपदी;सम्_आपॢँ;स्वादिः},-,-,-,-,व्याप्त_किये_हुए_हैं,out_of_foolishness,-,-,
ततः,ततोऽसि,ततः{अव्य},ततः{अव्य},-,-,हेतुः 21,-,जिससे,also,-,चर्त्व-सन्धिः (खरि च (8।4।55)) / चर्त्व-सन्धिः (खरि च (8।4।55)) / चर्त्व-सन्धिः (खरि च (8।4।55)),
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्ता 21,-,(आप),by_me,-,18.73.L-,
सर्वः,सर्वः,सर्व{पुं}{1;एक},सर्व{पुं}{1;एक},-,-,कर्तृसमानाधिकरणम् 21,-,सर्वरूप,O,-,-,
असि,-,अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हैं,Krsna,-,-,
11.38.Aतव,11.38.Bतवेदं,11.38.Cयुष्मद्{6;एक},11.38.Dयुष्मद्{6;एक},11.38.E-,11.38.F-,11.38.Gषष्ठीसम्बन्धः 3,11.38.H-,11.38.Iआपके,O,-,-,
इदम्,-,इदम्{नपुं}{1;एक}/इदम्{नपुं}{2;एक},इदम्{नपुं}{2;एक},-,-,विशेषणम् 3,-,इस,Yadava,-,-,
महिमानम्,महिमानं,महिमन्{पुं}{2;एक},महिमन्{पुं}{2;एक},-,-,कर्म 4,-,प्रभाव_को,O,-,-,
अ-जानता,अजानता,अ-जानत्{पुं}{3;एक}/जानत्{नपुं}{3;एक},न-ज्ञा{कृत्_प्रत्ययः:शतृ;ज्ञा;क्र्यादिः;पुं}{3;एक},<न-जानता>Tn,न जानत् = अजानत् तेन अजानता,विशेषणम् 5,-,न_जानते_हुए,dear_friend,-,-,
(अहम्),-,(अस्मद्{1;एक}),(अस्मद्){1;एक},-,-,कर्ता 6,-,(मैं),thus,-,-,
(अस्मि),-,(अस्मि{अव्य}/अस्2{कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः}),(अस्){कर्तरि;लट्;उ;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,(हूँ),whatever,18.68.K-,18.74.L-,
सखा,सखेति,सखि{पुं}{1;एक},सखि{पुं}{1;एक},-,-,प्रतियोगी 8,-,सखा_हैं,temporary,-,-,
इति,-,इति{अव्य},इति{अव्य},-,-,अनुयोगी 9,-,ऐसा,said,श्रद्धा अस्यास्तीति,जश्त्व-श्चुत्व-चर्त्व-सन्धिः (झलां जशोऽन्ते (8।2।39)-स्तोः श्चुना श्चुः (8।4।40)-खरि च (8।4।55)),
मत्वा,मत्वा,मन्1{कृत्_प्रत्ययः:क्त्वा;मनँ;दिवादिः},मन्{कृत्_प्रत्ययः:क्त्वा;मनँ;दिवादिः},-,-,पूर्वकालः 24,-,मानकर,also,-,यण्-सन्धिः (इको यणचि (6।1।77)),
प्रणयेन,-,प्रणय{पुं}{3;एक},प्रणय{पुं}{3;एक},-,-,समुच्चितम् 11,-,प्रेम_से,O_infallible_one,-,-,
