chaptno,slokano,spart1,spart2
16,079,तस्मात्समुद्रादिव मथ्यमानादुद्वृत्तनक्रात्सहसोन्ममज्ज।,लक्ष्म्येव सार्धं सुरराजवृक्षः कन्यां पुरस्कृत्य भुजङ्गराजः॥
16,080,विभूषणप्रत्युपहारहस्तमुपस्थितं वीक्ष्य विशांपतिस्तम्।,सौपर्णमस्त्रं प्रतिसंजहार प्रह्रेष्वनिर्बन्धरुषो हि सन्तः॥
16,081,त्रैलोक्यनाथप्रभवं प्रभावात्कुशं द्विषामङ्कुशमस्त्रविद्वान्।,मानोन्नतेनाप्यभिवन्द्य मूर्ध्ना मूर्धाभिषिक्तं कुमुदो बभाषे॥
16,082,अवैमि कार्यान्तरमानुषस्य विष्णोः सुताख्यामपरां तनुं त्वाम्।,सोऽहं कथं नाम तवाचरेयमाराधनीयस्य धृतेर्विघातम्॥
16,083,कराभिघातोत्थितकन्दुकेयमालोक्य बालातिकुतूहलेन।,ह्रदात्पतज्ज्योतिरिवान्तरिक्षादादत्त जैत्राभरणं त्वदीयम्॥
16,084,तदेतदाजानुविलम्बिना ते ज्याघातरेखाकिणलाञ्छनेन।,भुजेन रक्षापरिघेण भूमेरुपैतु योगं पुनरंसलेन॥
16,085,इमां स्वसारं च यवीयसीं मे कुमुद्वतीं नार्हसि नानुमन्तुम्।,आत्मापराधं नुदतीं चिराय शुश्रूषया पार्थिव पादयोस्ते॥
16,086,इत्यूचिवानुपहृताभरणः क्षितीशं श्लाघ्यो भवान्स्वजन इत्यनुभाषितारम्।,संयोजयां विधिवदास समेतबन्धुः कन्यामयेन कुमुदः कुलभूषणेन॥
16,087,तस्याः स्पृष्टे मनुजपतिना साहचर्याय हस्ते माङ्गल्योर्णावलयिनि पुरः पावकस्योच्छिखस्य।,दिव्यस्तूर्यध्वनिरुदचरद्व्यश्नुवानो दिगन्ता -न्गन्धोदग्रं तदनु ववृषुः पुष्पमाश्चर्यमेघाः॥
16,088,इत्थं नागस्त्रिभुवनगुरोरौरसं मैथिलेयं लब्ध्वा बन्धुं तमपि च कुशः पञ्चमं तक्षकस्य।,एकः शङ्कां पितृवधरिपोरत्यजद्वैनतेया -च्छान्तव्यालामवनिमपरः पौरकान्तः शशास॥
17,001,अतिथिं नाम काकुत्स्थात्पुत्रं प्राप कुमुद्वती।,पश्चिमाद्यामिनीयामात्प्रसादमिव चेतना॥
17,002,स पितुः पितृमान्वंशं मातुश्चानुपमद्युतिः।,अपुनात्सवितेवोभौ मार्गावुत्तरदक्षिणौ॥
17,003,तमादौ कुलविद्यानामर्थमर्थविदां वरः।,पश्चात्पार्थिवकन्यानां पाणिमग्राहयत्पिता॥
17,004,जात्यस्तेनाभिजातेन शूरः शौर्यवता कुशः।,अमन्यतैकमात्मानमनेकं वशिना वशी॥
17,005,स कुलोचितमिन्द्रस्य साहायकमुपेयिवान्।,जघान समरे दैत्यं दुर्जयं तेन चावधि॥
17,006,तं स्वसा नागराजस्य कुमुदस्य कुमुद्वती।,अन्वगात्कुमुदानन्दं शशाङ्कमिव कौमुदी॥
17,007,तयोर्दिवस्पतेरासीदेकः सिंहासनार्धभाक्।,द्वितीयापि सखी शच्याः पारिजातांशभागिनी॥
17,008,तदात्मसंभवं राज्ये मन्त्रिवृद्धाः समादधुः।,स्मरन्तः पश्चिमामाज्ञां भर्तुः सङ्ग्रामयायिनः॥
17,009,ते तस्य कल्पयामासुरभिषेकाय शिल्पिभिः।,विमानं नवमुद्वेदि चतुःस्तम्भप्रतिष्ठितम्॥
17,010,तत्रैनं हेमकुम्भेषु संभृतैस्तीर्थवारिभिः।,उपतस्थुः प्रकृतयो भद्रपीठोपवेशितम्॥
17,011,नदद्भिः स्निग्धगम्भीरं तूर्यैराहतपुष्करैः।,अन्वमीयत कल्याणं तस्याविच्छिन्नसन्तति॥
17,012,दूर्वायवाङ्कुरप्लक्षत्वगभिन्नपुटोत्तरान्।,ज्ञातिवृद्धैः प्रयुक्तान्स भेजे नीराजनाविधीन्॥
17,013,पुरोहितपुरोगास्तं जिष्णुं जैत्रैरथर्वभिः।,उपचक्रमिरे पूर्वमभिषेक्तुं द्विजातयः॥
17,014,तस्यौघमहती मूर्ध्नि निपतन्ती व्यरोचत।,सशब्दमभिषेकश्रीर्गङ्गेव त्रिपुरद्विषः॥
17,015,स्तूयमानः क्षणे तस्मिन्नलक्ष्यत स बन्दिभिः।,प्रवृद्ध इव पर्जन्यः सारङ्गैरभिनन्दितः॥
17,016,तस्य सन्मन्त्रपूताभिः स्नानमद्भिः प्रतीच्छतः।,ववृधे वैद्युतश्चाग्नेर्वृष्टिसेकादिव द्युतिः॥
17,017,स तावदभिषेकान्ते स्नातकेभ्यो ददौ वसु।,यावतैषां समाप्येरन्यज्ञाः पर्याप्तदक्षिणाः॥
17,018,ते प्रीतमनसस्तस्मै यामाशिषमुदैरयन्।,सा तस्य कर्मनिर्वृत्तैर्दूरं पश्चात्कृता फलैः॥
17,019,बन्धच्छेदं स बद्धानां वधार्हाणामवध्यताम्।,धुर्याणां च धुरो मोक्षमदोहं चादिशद्गवाम्॥
17,020,क्रीडापतत्रिणोप्यस्य पञ्जरस्थाः शुकादयः।,लब्धमोक्षास्तदादेशाद्यथेष्टगतयोऽभवन्॥
17,021,ततः कक्ष्यान्तरन्यस्तं गजदन्तासनं शुचि।,सूत्तरच्छदमध्यास्त नेपथ्यग्रहणाय सः॥
17,022,तं धूपाश्यानकेशान्तं तोयनिर्णिक्तपाणयः।,आकल्पसाधनैस्तैस्तैरुपसेदुः प्रसाधकाः॥
17,023,तेऽस्य मुक्तागुणोन्नद्धं मौलिमन्तर्गतस्रजम्।,प्रत्यूपुः पद्मरागेण प्रभामण्डलशोभिना॥
17,024,चन्दनेनाङ्गरागं च मृगनाभिसुगन्धिना।,समापय्य ततश्चक्रुः पत्रं विन्यस्तरोचनम्॥
17,025,आमुक्ताभरणः स्रग्वी हंसचिह्नदुकूलवान्।,आसीदतिशयप्रेक्ष्यः स राज्यश्रीवधूवरः॥
17,026,नेपथ्यदर्शिनश्छाया तस्यादर्शे हिरण्मये।,विरराजोदिते सूर्ये मेरौ कल्पतरोरिव॥
17,027,स राजककुदव्यग्रपाणिभिः पार्श्ववर्तिभिः।,ययावुदीरितालोकः सुधर्मानवमां सभाम्॥
17,028,वितानसहितं तत्र भेजे पैतृकमासनम्।,चूडामणिभिरुद्धृष्टं पादपीठं महीक्षिताम्॥
17,029,शुशुभे तेन चाक्रान्तं मङ्गलायतनं महत्।,श्रीवत्सलक्षणं वक्षः कौस्तुभेनेव कैशवम्॥
17,030,बभौ भूयः कुमारत्वादाधिराज्यमवाप्य सः।,रेखाभावादुपारूढः सामग्र्यमिव चन्द्रमाः॥
17,031,प्रसन्नमुखरागं तं स्मितपूर्वाभिभाषिणम्।,मूर्तिमन्तममन्यन्त विश्वासमनुजीविनः॥
17,032,स पुरं पुरहूतश्रीः कल्पद्रुमनिभध्वजाम्।,क्रममाणश्चकार द्यां नागेनैरावतौजसा॥
17,033,तस्यैकस्योच्छ्रितं छत्रं मूर्ध्नि तेनामलत्विषा।,पूर्वराजवियोगौष्म्यं कृत्स्नस्य जगतो हृतम्॥
17,034,धूमादग्नेः शिखाः पश्चादुदयादंशवो रवेः।,सोऽतीत्य तेजसां वृत्तिं सममेवोत्थितो गुणैः॥
17,035,तं प्रीतिविशदैर्नेत्रैरन्वयुः पौरयोषितः।,शरत्प्रसन्नैर्ज्योतिर्भिर्विभावर्य इव ध्रुवम्॥
17,036,अयोध्यादेवताश्चैनं प्रशस्तायतनार्चिताः।,अनुदध्युरनुध्येयं सान्निध्यैः प्रतिमागतैः॥
17,037,यावन्नाश्यायते वेदिरभिषेकजलाप्लुता।,तावदेवास्य वेलान्तं प्रतापः प्राप दुःसहः॥
17,038,वसिष्ठस्य गुरोर्मन्त्राः सायकास्तस्य धन्विनः।,किं तत्साध्यं यदुभये साधयेयुर्न संगताः॥
17,039,स धर्मस्थसखः शश्वदर्थिप्रत्यर्थिनां स्वयम्।,ददर्श संशयच्छेद्यान्व्यवहारानतन्द्रितः॥
17,040,ततः परमभिव्यक्तसौमनस्यनिवेदितैः।,युयोज पाकाभिमुखैर्भृत्यान्विज्ञापनाफलैः॥
17,041,प्रजास्तद्गुरुणा नद्यो नभसेव विवर्धिताः।,तस्मिंस्तु भूयसीं वृद्धिं नभस्ये ता इवाययुः॥
17,042,यदुवाच न तन्मिथ्या यद्ददौ न जहार तत्।,सोऽभूद्भग्नव्रतः शत्रूनुद्धृत्य प्रतिरोपयन्॥
17,043,वयोरूपविभूतीनामेकैकं मदकारणम्।,तानि तस्मिन्समस्तानि न तस्योत्सिषिचे मनः॥
17,044,इत्थं जनितरागासु प्रकृतिष्वनुवासरम्।,अक्षोभ्यः स नवोऽप्यासीद्दृढमूल इव द्रुमः॥
17,045,अनित्याः शत्रवो बाह्या विप्रकृष्टाश्च ते यतः।,अतः सोऽभ्यन्तरान्नित्यान् षट्पूर्वमजयद्रिपून्॥
17,046,प्रसादाभिमुखे तस्मिंश्चपलापि स्वभावतः।,निकषे हेमरेखेव श्रीरासीदनपायिनी॥
17,047,कातर्यं केवला नीतिः शौर्यं श्वापदचेष्टितम्।,अतः सिद्धिं समेताभ्यामुभाभ्यामन्वियेष सः॥
17,048,न तस्य मण्डले राज्ञो न्यस्तप्रणिधिदीधितेः।,अदृष्टमभवत्किंचिद्व्यभ्रस्येव विवस्वतः॥
17,049,रात्रिंदिवविभागेषु यदादिष्टं महीक्षिताम्।,तत्सिषेवे नियोगेन स विकल्पपराङ्मुखः॥
17,050,मन्त्रः प्रतिदिनं तस्य बभूव सह मन्त्रिभिः।,स जातु सेव्यमानोऽपि गुप्तद्वारो न सूच्यते॥
17,051,परेषु स्वेषु च क्षिप्तैरविज्ञातपरस्परैः।,सोऽपसर्पैर्जजागार यथाकालं स्वपन्नपि॥
17,052,दुर्गाणि दुर्ग्रहाण्यासंस्तस्य रोद्धुरपि द्विषाम्।,न हि सिंहो गजास्कन्दी भयाद्गिरिगुहाशयः॥
17,053,भव्यमुख्याः समारम्भाः प्रत्यवेक्ष्यानिरत्ययाः।,गर्भशालिसधर्माणस्तस्य गूढं विपेचिरे॥
17,054,अपथेन प्रववृते न जातूपचितोऽपि सः।,वृद्धौ नदीमुखेनैव प्रस्थानं लवणाम्भसः॥
17,055,कामं प्रकृतिवैराग्यं सद्यः शमयितुं क्षमः।,यस्य कार्यः प्रतीकारः स तन्नैवोदपादयत्॥
17,056,शक्येष्वेवाभवद्यात्रा तस्य शक्तिमतः सतः।,समीरणसहायोऽपि नाम्भःप्रार्थी दवानलः॥
17,057,न धर्ममर्थकामाभ्यां बबाधे न च तेन तौ।,नार्थं कामेन कामं वा सोऽर्थेन सदृशस्त्रिषु॥
17,058,हीनान्यनुपकर्तॄणि प्रवृद्धानि विकुर्वते।,तेन मध्यमशक्तीनि मित्राणि स्थापितान्यतः॥
17,059,परात्मनोः परिच्छिद्य शक्त्यादीनां बलाबलम्।,ययावेभिर्बलिष्ठश्चेत्परस्मादास्त सोऽन्यथा॥
17,060,कोशेनाश्रयणीयत्वमिति तस्यार्थसंग्रहः।,अम्बुगर्भो हि जीमूतश्चातकैरभिनन्द्यते॥
17,061,परकर्मापहः सोऽभूदुद्यतः स्वेषु कर्मसु।,आवृणोदात्मनो रन्ध्रं रन्ध्रेषु प्रहरन्रिपून्॥
17,062,पित्रा संवर्धितो नित्यं कृतास्त्रः सांपरायिकः।,तस्य दण्डवतो दण्डः स्वदेहान्न व्यशिष्यत॥
17,063,सर्पस्येव शिरोरत्नं नास्य शक्तित्रयं परः।,स चकर्ष परस्मात्तदयस्कान्त इवायसम्॥
17,064,वापीष्विव स्रवन्तीषु वनेषूपवनेष्विव।,सार्थाः स्वैरं स्वकीयेषु चेरुर्वेश्मस्विवाद्रिषु॥
17,065,तपो रक्षन्स विघ्नेभ्यस्तस्करेभ्यश्च संपदः।,यथास्वमाश्रमैश्चक्रे वर्णैरपि षडंशभाक्॥
17,066,खनिभिः सुषुवे रत्नं क्षेत्रैः सस्यं वनैर्गजान्।,दिदेश वेतनं तस्मै रक्षासदृशमेव भूः॥
17,067,स गुणानां बलानां च षण्णां षण्मुखविक्रमः।,बभूव विनियोगज्ञः साधनीयेषु वस्तुषु॥
17,068,इति क्रमात्प्रयुञ्जानो राजनीतिं चतुर्विधाम्।,आ तीर्थादप्रतीघातं स तस्याः फलमानशे॥
17,069,कूटयुद्धविधिज्ञेऽपि तस्मिन्सन्मार्गयोधिनि।,भेजेऽभिसारिकावृत्तिं जयश्रीर्वीरगामिनी॥
17,070,प्रायः प्रतापभग्नत्वादरीणां तस्य दुर्लभः।,रणो गन्धद्विपस्येव गन्धभिन्नान्यदन्तिनः॥
17,071,प्रवृद्धौ ह्रीयते चन्द्रः समुद्रोऽपि तथाविधः।,स तु तत्समवृद्धिश्च न चाभूत्ताविव क्षयी॥
17,072,सन्तस्तस्याभिगमनादत्यर्थं महतः कृशाः।,उदधेरिव जीमूताः प्रापुर्दातृत्वमर्थिनः॥
17,073,स्तूयमानः स जिह्राय स्तुत्यमेव समाचरन्।,तथापि ववृधे तस्य तत्कारिद्वेषिणो यशः॥
17,074,दुरितं दर्शनेन घ्नंस्तत्त्वार्थेन नुदंस्तमः।,प्रजाः स्वतन्त्रयांचक्रे शश्वत्सूर्य इवोदितः॥
17,075,इन्दोरगतयः पद्मे सूर्यस्य कुमुदेंऽशवः।,गुणास्तस्य विपक्षेऽपि गुणिनो लेभिरेऽन्तरम्॥
17,076,पराभिसंधानपरं यद्यप्यस्य विचेष्टितम्।,जिगीषोरश्वमेधाय धर्म्यमेव बभूव तत्॥
17,077,एवमुद्यन्प्रभावेण शास्त्रनिर्दिष्टवर्त्मना।,वृषेव देवो देवानां राज्ञां राजा बभूव सः॥
17,078,पञ्चमं लोकपालानां तमूचुः साम्ययोगतः।,भूतानां महतां षष्ठमष्टमं कुलभूभृताम्॥
17,079,दूरापवर्जितच्छत्रैस्तस्याज्ञां शासनार्पिताम्।,दधुः शिरोभिर्भूपाला देवाः पौरन्दरीमिव॥
17,080,ऋत्विजः स तथानर्च दक्षिणाभिर्महाक्रतौ।,यथा साधारणीभूतं नामास्य धनदस्य च॥
17,081,इन्द्राद्वृष्टिर्नियमितगदोद्रेकवृत्तिर्यमोऽभू-द्यादोनाथः शिवजलपथः कर्मणे नौचराणाम्।,पूर्वापेक्षी तदनु विदधे कोषवृद्धिं कुबेर-स्तस्मिन्दण्डोपनतचरितं भेजिरे लोकपालाः॥
18,001,स नैषधस्यार्थपतेः सुतायामुत्पादयामास निषिद्धशत्रुः।,अनूनसारं निषधान्नगेन्द्रात्पुत्रं यमाहुर्निषधाख्यमेव॥
18,002,तेनोनुवीर्येण पिता प्रजायै कल्पिष्यमाणेन ननन्द यूना।,सुवृष्टियोगादिव जीवलोकः सस्येन संपत्तिफलोन्मुखेन॥
18,003,शब्दादि निर्विश्य सुखं चिराय तस्मिन्प्रतिष्ठापितराजशब्दः।,कौमुद्वतेयः कुमुदावदातैर्द्यामर्जितां कर्मभिरारुरोह॥
18,004,पौत्रः कुशस्यापि कुशेशयाक्षः ससागरां सागरधीरचेताः।,एकातपत्रां भुवमेकवीरः पुरार्गलादीर्घभुजो बुभोज॥
18,005,तस्यानलौजास्तनयस्तदन्ते वंशश्रियं प्राप नलाभिधानः।,यो नड्वलानीव गजः परेषां बलान्यमृद्नान्नलिनाभवक्त्रः॥
18,006,नभश्चरैर्गीतयशाः स लेभे नभस्तलश्यामतनुं तनूजम्।,ख्यातं नभःशब्दमयेन नाम्ना कान्तं नभोमासमिव प्रजानाम्॥
18,007,तस्मै विसृज्योत्तरकोसलानां धर्मोत्तरस्तत्प्रभवे प्रभुत्वम्।,मृगैरजर्यं जरसोपदिष्टमदेहबन्धाय पुनर्बबन्ध॥
18,008,तेन द्विपानामिव पुण्डरीको राज्ञामजय्योऽजनि पुण्डरीकः।,शान्ते पितर्याहृतपुण्डरीका यं पुण्डरीकाक्षमिव श्रिता श्रीः॥
18,009,स क्षेमधन्वानममोघधन्वा पुत्रं प्रजाक्षेमविधानदक्षम्।,क्ष्मां लम्भयित्वा क्षमयोपपन्नं वने तपः क्षान्ततरश्चचार॥
18,010,अनीकिनीनां समरेऽग्रयायी तस्यापि देवप्रतिमः सुतोऽभूत्।,व्यश्रूयतानीकपदावसानं देवादि नाम त्रिदिवेऽपि यस्य॥
18,011,पिता समाराधनतत्परेण पुत्रेण पुत्री स यथैव तेन।,पुत्रस्तथैवात्मजवत्सलेन स तेन पित्रा पितृमान्बभूव॥
18,012,पूर्वस्तयोरात्मसमे चिरोढामात्मोभवे वर्णचतुष्टयस्य।,धुरं निधायैकनिधिर्गुणानां जगाम यज्वा यजमानलोकम्॥
18,013,वशी सुतस्तस्य वशंवदत्वात्स्वेषामिवासीद् द्विषतामपीष्टः।,सकृद्विविग्नानपि हि प्रयुक्तं माधुर्यमीष्टे हरिणान्ग्रहीतुम्॥
18,014,अहीनगुर्नाम स गां समग्रामहीनबाहुद्रविणः शशास।,यो हीनसंसर्गपराङ्मुखत्वाद्युवाप्यनर्थैर्व्यसनैर्विहीनः॥
18,015,गुरोः स चानन्तरमन्तरज्ञः पुंसां पुमानाद्य इवावतीर्णः।,उपक्रमैरस्खलितैश्चतुर्भिश्चतुर्दिगीशश्चतुरो बभूव॥
18,016,तस्मिन्प्रयाते परलोकयात्रां जेतर्यरीणां तनयं तदीयम्।,उच्चैःशिरस्त्वाज्जितपारियात्रं लक्ष्मीः सिषेवे किल पारियात्रम्॥
18,017,तस्याभवत्सूनुरुदारशीलः शिलः शिलापट्टविशालवक्षाः।,जितारिपक्षोऽपि शिलीमुखैर्यः शालीनतामव्रजदीड्यमानः॥
18,018,तमात्मसंपन्नमनिन्दितात्मा कृत्वा युवानं युवराजमेव।,सुखानि सोऽभुङ्क्त सुखोपरोधि वृत्तं हि राज्ञामुपरुद्धवृत्तम्॥
18,019,तं रागबन्धिष्ववितृप्तमेव भोगेषु सौभाग्यविशेषभोग्यम्।,विलासिनीनामरतिक्षमाऽपि जरा वृथा मत्सरिणी जहार॥
18,020,उन्नाभ इत्युद्गतनामधेयस्तस्यायथार्थोन्नतनाभिरन्ध्रः।,सुतोऽभवत्पङ्कजनाभकल्पः कृत्स्नस्य नाभिर्नृपमण्डलस्य॥
18,021,ततः परं वज्रधरप्रभावस्तदात्मजः संयति वज्रघोषः।,बभूव वज्राकरभूषणायाः पतिः पृथिव्याः किल वज्रणाभः॥
18,022,तस्मिन्गते द्यां सुकृतोपलब्धां तत्संभवं शङ्खणमर्णवान्ता।,उत्खातशत्रुं वसुधोपतस्थे रत्नोपहारैरुदितैः खनिभ्यः॥
18,023,तस्यावसाने हरिदश्वधामा पित्र्यं प्रपेदे पदमश्विरूपः।,वेलातटेषूषितसैनिकाश्वं पुराविदो यं व्युषिताश्वमाहुः॥
18,024,आराध्य विश्वेश्वरमीश्वरेण तेन क्षितेविश्वसहो विजज्ञे।,पातुं सहो विश्वसखः समग्रां विश्वंभरामात्मजमूर्तिरात्मा॥
18,025,अंशे हिरण्याक्षरिपोः स जाते हिरण्यनाभे तनये नयज्ञः।,द्विषामसह्यः सुतरां तरूणां हिरण्यरेता इव सानिलोऽभूत्॥
18,026,पिता पितॄणामनृणस्तमन्ते वयस्यनन्तानि सुखानि लिप्सुः।,राजानमाजानुविलम्बिबाहुं कृत्वा कृती वल्कलवान्बभूव॥
18,027,कौसल्य इत्त्युत्तरकोसलानां पत्युः पतङ्गान्वयभूषणस्य।,तस्यौरसः सोमसुतः सुतोऽभून्नेत्रोत्सवः सोम इव द्वितीयः॥
18,028,यशोभिराब्रह्मसभं प्रकाशः स ब्रह्मभूयं गतिमाजगाम।,ब्रह्मिष्ठमाधाय निजेऽधिकारे ब्रह्मिष्ठमेव स्वतनुप्रसूतम्॥
18,029,तस्मिन्कुलापीडनिभे विपीडं सम्यङ्महीं शासति शासनाङ्काम्।,प्रजाश्चिरं सुप्रजसि प्रजेशे ननन्दुरानन्दजलाविलाक्ष्यः॥
18,030,पात्रीकृतात्मा गुरुसेवनेन स्पष्टाकृतिः पत्ररथेन्द्रकेतोः।,तं पुत्रिणां पुष्करपत्रनेत्रः पुत्रः समारोपयदग्रसंख्याम्॥
18,031,वंशस्थितिं वंशकरेण तेन संभाव्य भावी स सखा मघोनः।,उपस्पृशन्स्पर्शनिवृत्तलौल्यस्त्रिपुष्करेषु त्रिदशत्वमाप॥
18,032,तस्य प्रभानिर्जितपुष्परागं पौष्यां तिथौ पुष्यमसूत पत्नी।,तस्मिन्नपुष्यन्नुदिते समग्रां पुष्टिं जनाः पुष्य इव द्वितीये॥
18,033,महीं महेच्छः परिकीर्य सूनौ मनीषिणे जैमिनयेऽर्पितात्मा।,तस्मात्सयोगादधिगम्य योगमजन्मनेऽकल्पत जन्मभीरुः॥
18,034,ततः परं तत्प्रभवः प्रपेदे ध्रुवोपमेयो ध्रुवसन्धिरुर्वीम्।,यस्मिन्नभूज्ज्यायसि सत्यसन्धे सन्धिर्ध्रुवः संनमतामरीणाम्॥
18,035,सुते शिशावेव सुदर्शनाख्ये दर्शात्ययेन्दुप्रियदर्शने सः।,मृगायताक्षो मृगयाविहारी सिंहादवापद्विपदं नृसिंहः॥
18,036,स्वर्गामिनस्तस्य तमैकमत्यादमात्यवर्गः कुलतन्तुमेकम्।,अनाथदीनाः प्रकृतीरवेक्ष्य साकेतनाथं विधिवच्चकार॥
18,037,नवेन्दुना तन्नभसोपमेयं शावैकसिंहेन च काननेन।,रघोः कुलं कुङ्मलपुष्करेण तोयेन चाप्रौढनरेन्द्रमासीत्॥
18,038,लोकेन भावी पितुरेव तुल्यः संभावितो मौलिपरिग्रहात्सः।,दृष्टो हि वृण्वन्कलभप्रमाणोऽप्याशाः पुरोवातमवाप्य मेघः॥
18,039,तं राजवीथ्यामधिहस्तियातमाधोरणालम्बितमग्र्यवेशम्।,षड्वर्षदेशीयमपि प्रभुत्वात्प्रैक्षन्त पौराः पितृगौरवेण॥
18,040,कामं न सोऽकल्पत पैतृकस्य सिंहासनस्य प्रतिपूरणाय।,तेजोमहिम्ना पुनरावृतात्मा तद्व्याप चामीकरपिञ्जरेण॥
18,041,तस्मादधः किंचिदिवावतीर्णावसंस्पृशन्तौ तपनीयपीठम्।,सालक्तकौ भूपतयः प्रसिद्धैर्ववन्दिरे मौलिभिरस्य पादौ॥
18,042,मणौ महानील इति प्रभावादल्पप्रमाणेऽपि यथा न मिथ्या।,शब्दो महाराज इति प्रतीतस्तथैव तस्मिन्युयुजेऽर्भकेऽपि॥
18,043,पर्यन्तसंचारितचामरस्य कपोललोलोभयकाकपक्षात्।,तस्याननादुच्चरितो विवादश्चचाल वेलास्वपि नार्णवानाम्॥
18,044,निर्वृत्तजाम्बूनदपट्टशोभे न्यस्तं ललाटे तिलकं दधानः।,तेनैव शून्यान्यरिसुन्दरीणां मुखानि स स्मेरमुखश्चकार॥
18,045,शिरीषपुष्पाधिकसौकुमार्यः खेदं स यायादपि भूषणेन।,नितान्तगुर्वीमपि सोऽनुभावाद्धुरं धरित्र्या बिभरांबभूव॥
18,046,न्यस्ताक्षरामक्षरभूमिकायां कार्त्स्न्येन गृह्णाति लिपिं न यावद्।,सर्वाणि तावच्छ्रुतवृद्धयोगात्फलान्युपायुङ्क्त स दण्डनीतेः॥
18,047,उरस्यपर्याप्तनिवेशभागा प्रौढीभविष्यन्तमुदीक्षमाणा।,संजातलज्जेव तमालपत्रच्छायाछलेनोपजुगूह लक्ष्मीः॥
18,048,अनश्नुवानेन युगोपमानमबद्धमौर्वीकिणलाञ्छनेन।,अस्पृष्टखड्गत्सरुणापि चासीद्रक्षावती तस्य भुजेन भूमिः॥
18,049,न केवलं गच्छति तस्य काले ययुः शरीरावयवा विवृद्धिम्।,वंश्या गुणाः खल्वपि लोककान्ताः प्रारम्भसूक्ष्माः प्रथिमानमापुः॥
18,050,स पूर्वजन्मान्तरदृष्टपाराः स्मरन्निवाक्लेशकरो गुरूणाम्।,तिस्रस्त्रिवर्गाधिगमस्य मूलं जग्राह विद्याः प्रकृतीश्च पित्र्याः॥
18,051,व्यूह्यः स्थितः किञ्चिदिवोत्तरार्धमुन्नद्धचूडोऽञ्चितसव्यजानुः।,आकर्णमाकृष्टसबाणधन्वा व्यरोचतास्त्रे स विनीयमानः॥
18,052,अथ मधु वनितानां नेत्रनिर्वेशनीय-मनसिजतरुपुष्पं रागबन्धप्रवालम्।,अकृतकविधि सर्वाङ्गीणमाकल्पजातं विलसितपदमाद्यं यौवनं स प्रपेदे॥
18,053,प्रतिकृतिरचनाभ्यो दूतिसंदर्शिताभ्यः समधिकतररूपाः शुद्धसंतानकामैः।,अधिविविदुरमात्यैराहृतास्तस्य यूनः प्रथमपरिगृहीते श्रीभुवौ राजकन्याः॥
19,001,अग्निवर्णमभिषिच्य राघवः स्वे पदे तनयमग्नितेजसम्।,शिश्रिये श्रुतवतामपश्चिमः पश्चिमे वयसि नैमिषं वशी॥
19,002,तत्र तीर्थसलिलेन दीर्घिकास्तल्पमन्तरितभूमिभिः कुशैः।,सौधवासमुटजेन विस्मृतः संचिकाय फलनिःस्पृहस्तपः॥
19,003,लब्धपालनविधौ न तत्सुतः खेदमाप गुरुणा हि मेदिनी।,भोक्तुमेव भुजनिर्जितद्विषा न प्रसाधयितुमस्य कल्पिता॥
19,004,सोऽधिकारमभिकः कुलोचितं काश्चन स्वयमवर्तयत्समाः।,संनिवेश्य सचिवेष्वतःपरं स्त्रीविधेयनवयौवनोऽभवत्॥
19,005,कामिनीसहचरस्य कामिनस्तस्य वेश्मसु मृदङ्गनादिषु।,ऋद्धिमन्तमधिकर्द्धिरुत्तरः पूर्वमुत्सवमपोहदुत्सवः॥
19,006,इन्द्रियार्थपरिशून्यमक्षमः सोढुमेकमपि स क्षणान्तरम्।,अन्तरेव विहरन्दिवानिशं न व्यपैक्षत समुत्सुकाः प्रजाः॥
19,007,गौरवाद्यदपि जातु मन्त्रिणां दर्शनं प्रकृतिकाङ्क्षितं ददौ।,तद्गवाक्षविवरावलम्बिना केवलेन चरणेन कल्पितम्॥
19,008,तं कृतप्रणतयोऽनुजीविनः कोमलात्मनखरागरूषितम्।,भेजिरे नवदिवाकरातपस्पृष्टपङ्कजतुलाधिरोहणम्॥
19,009,यौवनोन्नतविलासिनीस्तनक्षोभलोलकमलाश्च दीर्घिकाः।,गूढमोहनगृहास्तदम्बुभिः स व्यगाहत विगाढमन्मथः॥
19,010,तत्र सेकहृतलोचनाञ्जनैर्धौतरागपरिपाटलाधरैः।,अङ्गनास्तमधिकं व्यलोभयन्नर्पितप्रकृतकान्तिभिर्मुखैः॥
19,011,घ्राणकान्तमधुगन्धकर्षिणीः पानभूमिरचनाः प्रियासखः।,अभ्यपद्यत स वासितासखः पुष्पिताः कमलिनीरिव द्विपः॥
19,012,सातिरेकमदकारणं रहस्तेन दत्तमभिलेषुरङ्गनाः।,ताभिरप्युपहृतं मुखासवं सोऽपिबद्बकुलतुल्यदोहदः॥
19,013,अङ्कमङ्कपरिवर्तनोचिते तस्य निन्यतुरशून्यतामुभे।,वल्लकी च हृदयंगमक्षमा वल्गुवागपि च वामलोचना॥
19,014,स स्वयं प्रहतपुष्करः कृती लोलमाल्यवलयो हरन्मनः।,नर्तकीरभिनयातिलङ्घिनीः पार्श्ववर्तिषु गुरुष्वलज्जयत्॥
19,015,चारु नृत्यविगमे स तन्मुखं स्वेदभिन्नतिलकं परिश्रमात्।,प्रेमदत्तवदनानिलः पिबन्नत्यजीवदमरालकेश्वरौ॥
