Index,संस्कृतम्,Morphological Analysis,शब्दविश्लेषणम्,हिन्दी-विभक्ति:,हिन्दी अर्ध,English Meaning
2.1.ˈ,ह,-,ह,ह,(प्रसिद्धार्थक~अव्यय),so_the_tradition_goes
2.1.ˉ,7.1.Aकबन्धम्,7.1.CB-B,7.1.Dकबन्ध{2}{पुं-ए.},7.1.Eकबन्ध+{को2},7.1.Fकबन्ध~को,7.1.Gto_Kabandha
2.1.ˊ,नाम,-,नाम,नाम,नामक,by_name
2.1.ˋ,रूपेण,B-C,रूप{3}{नपुं-ए.},रूप+{से3},रूप~से,of_body
2.1.ˌ,वि-कृतम्,-,वि-कृत{2}{पुं-ए.},वि-कृत+{को2},विकृत,deformed
2.1.ˍ,घोर-दर्शनम्,-,घोर-दर्शन{2}{पुं-ए.},घोर-दर्शन+{को2},भयङ्कर,having_terrible_look
2.1.ˎ,तम्,B-B,तद्{2}{पुं-ए.},तद्+{को2},उसको,him
2.1.ˏ,निहत्य,-,निहत्य,निहत्य,मारकर,having_killed
2.1.ː,महा-बाहुः,B-A,महा-बाहु{1}{पुं-ए.},महा-बाहु+{0/ने},लम्बी~भुजाओं~वाले~राम~ने,the_mighty_armed_Rama
2.1.ˑ,ददाह,B-v,दह्{कर्तरि_लिट्_प्रपु_एक},दह्{कर्तरि_लिट्_प्रपु_एक},दहन~किया,cremated
2.1.˒,स्वः,-,स्वः,स्वः,स्वर्ग,to_heaven
2.1.˓,गतः,B-A,गत{1}{पुं-ए.},गत+{0/ने},चला~गया,ascended
2.1.˔,च,-,च,च,और,and
2.1.˕,सः,B-A,तद्{1}{पुं-ए.},तद्+{0/ने},वह~राम,he_(Rama)
2.1.˖,8.1.Aस,8.1.C-,8.1.Dस,8.1.Eस,8.1.Fवह,8.1.Gthat
2.1.˗,च,-,च,च,और,and
2.1.˘,अस्य,B-F,इदम्{6}{ए.},इदम्+{का},राम~को,to_Rama
2.1.˙,कथयामास,B-v,कथ+णिच्{कर्तरि_लिट्_प्रपु_एक},कथ+णिच्{कर्तरि_लिट्_प्रपु_एक},कहा,said
2.1.˚,शबरीम्,B-B,शबरी{2}{स्त्री-ए.},शबरी+{को2},शबरी~(के~पास),to_shabari
2.1.˛,धर्म-चारिणीम्,-,धर्म-चारिणी{2}{स्त्री-ए.},धर्म-चारिणी+{को2},धर्माचरण~करने~वाली,to_pious
2.1.˜,श्रमणाम्,B-B,श्रमणा{2}{स्त्री-ए.},श्रमणा+{को2},सन्यासिनी,hermitess
2.1.˝,धर्म-निपुणाम्,-,धर्म-निपुणा{2}{स्त्री-ए.},धर्म-निपुणा+{को2},धर्मशीला,well-versed_in_the_principles_of_right_piousness
2.1.˞,अभि-गच्छ,-,अभि-गच्छ,अभि-गच्छ,जाओ,go
2.1.˟,इति,-,इति,इति,ऐसा,having~said~that
2.1.ˠ,राघव,-,राघव{8/1}{पुं-ए.},राघव{8/1}{पुं-ए.},राघव,Raghava
2.1.ˡ,9.1.Aसः,9.1.CB-A,9.1.Dतद्{1}{पुं-ए.},9.1.Eतद्+{0/ने},9.1.Fवह~राम,9.1.Ghe_(Rama)
2.1.ˢ,अभ्यगच्छत्,B-v,अभि+गम्{कर्तरि_लङ्_प्रपु_एक},अभि+गम्{कर्तरि_लङ्_प्रपु_एक},गया,approached
2.1.ˣ,महा-तेजाः,-,महा-तेजस्{1}{पुं-ए.},महा-तेजस्+{0/ने},अत्यन्त~तेजस्वी,the_highly_glorious
2.1.ˤ,शबरीम्,B-B,शबरी{2}{स्त्री-ए.},शबरी+{को2},शबरी~(के~पास),to_shabari
2.1.˥,शत्रु-सूदनः,-,शत्रु-सूदन{1}{पुं-ए.},शत्रु-सूदन+{0/ने},शत्रुओं~के~विनाशक,the_destroyer_of_foes
2.1.˦,शबर्या,B-C,शबरी{3}{स्त्री-ए.},शबरी+{से3},शबरी~के~द्वारा,by_shabari
2.1.˧,पूजितः,B-A,पूजित{1}{पुं-ए.},पूजित+{0/ने},पूजित~हुए,worshipped
2.1.˨,सम्यक्,-,सम्यक्,सम्यक्,भली~भाँति,duly
2.1.˩,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama_by_name
2.1.˪,दशरथात्मजः,B-A,दशरथात्मज{1}{पुं-ए.},दशरथात्मज+{0/ने},दशरथ~पुत्र,the_son_of_Dasharatha
2.1.˫,10.1.Aपम्पा-तीरे,10.1.CB-G,10.1.Dपम्पा-तीर{7}{नपुं-ए.},10.1.Eपम्पा-तीर+{में/पर},10.1.Fपम्पा~नामक~सरोवर~के~किनारे,10.1.Gon_the_bank_of_pampa_lake
2.1.ˬ,हनुमता,B-C,हनुमत्{3}{पुं-ए.},हनुमत्+{से3},हनुमान्~के~साथ,with_Hanuman
2.1.˭,सङ्गतः,B-A,सङ्गत{1}{पुं-ए.},सङ्गत+{0/ने},मिला,came_in_contact
2.1.ˮ,वानरेण,B-C,वानर{3}{पुं-ए.},वानर+{से3},बन्दर,monkey
2.1.˯,ह,-,ह,ह,(प्रसिद्धार्थक~अव्यय),so_the_tradition_goes
2.1.˰,हनुमद्-वचनात्,B-A,हनुमद्-वचन{5}{नपुं-ए.},हनुमद्-वचन+{से},और~हनुमान~के~कहने,and_at_the_intercession_of_Hanuman
2.1.˱,च,-,च,च,और,and
2.1.˲,एव,-,एव,एव,ही,also
2.1.˳,सुग्रीवेण,B-C,सुग्रीव{3}{पुं-ए.},सुग्रीव+{से3},सुग्रीव~से,Sugriva
2.1.˴,समागतः,B-A,समागत{1}{पुं-ए.},समागत+{0/ने},मिला,made_friendship
2.1.˵,11.1.Aसुग्रीवाय,11.1.CB-D,11.1.Dसुग्रीवाय{4}{पुं-ए.},11.1.Eसुग्रीवाय+{को4},11.1.Fसुग्रीव~को,11.1.Gto_Sugriva
2.1.˶,च,-,च,च,और,and
2.1.˷,तत्सर्वं,-,तत्सर्वं,तत्सर्वं,तत्सर्वं,that all
2.1.˸,शंसत्,B-v,शंस्{कर्तरि_लङ्_प्रपु_एक},शंस्{कर्तरि_लङ्_प्रपु_एक},सुनाया,narrated
2.1.˹,रामः,B-A,राम{1}{पुं-ए.},राम+{0/ने},राम,shri_Rama_by_name
2.1.˺,महा-बलः,B-A,महाबल{1}{पुं-ए.},महाबल+{0/ने},महा-बलः,exceedingly_powerful(Rama)
2.1.˻,1.Aश्लोक,1.C-,1.Dश्लोक,1.Eश्लोक,1.Fश्लोक,1.Gश्लोक
2.1.˼,2.1.Aसुग्रीवः,2.1.CB-A,2.1.Dसुग्रीव{1}{पुं-ए.},2.1.Eसुग्रीव+{0/ने},2.1.Fसुग्रीव,2.1.GSugriva
2.1.˽,अपि,-,अपि,अपि,अपि,too
2.1.˾,तत्,B-B,तद्{2}{नपुं-ए.},तद्+{को2},वह,that
2.1.˿,सर्वं,B-B,सर्व{2}{नपुं-ए.},सर्व+{को2},सर्वं,the whole
2.1.̀,श्रुत्वा,-,श्रु{क्त्वान्तम्},श्रु{क्त्वान्तम्},सुनकर,having_heard
2.1.́,रामस्य,B-F,राम{6}{पुं-ए.},राम+{का},राम~का,of_Rama
2.1.̂,वानरः,B-A,वानर{1}{पुं-ए.},वानर+{0/ने},वानर,the_monkey
2.1.̃,3.1.Aचकार,3.1.CB-v,3.1.Dकृ{कर्तरि_लिट्_प्रपु_एक},3.1.Eकृ{कर्तरि_लिट्_प्रपु_एक},3.1.Fकिया,3.1.Gmade
2.1.̄,सख्यं,B-B,सख्य{2}{नपुं-ए.},सख्य+{को2},मित्रता,friendship
2.1.̅,रामेण,B-C,राम{3}{पुं-ए.},राम+{से3},राम~के~द्वारा,by_shri_Rama
2.1.̆,प्रीतः,B-A,प्रीत{1}{पुं-ए.},प्रीत+{0/ने},प्रसन्न,pleased
2.1.̇,च,-,च,च,और,and
2.1.̈,एव,-,एव,एव,ही,alone
2.1.̉,अग्नि-साक्षिकम्,B-B,अग्नि-साक्षिक{2}{नपुं-ए.},अग्नि-साक्षिक+{को2},अग्नि~को~साक्षी~मानकर,in_the_presence_of_(sacred)_fire_as_witness
2.1.̊,ततः,B-A,ततः,ततः,तब,then
2.1.̋,वानर-राजेन,B-C,वानर-राज{3}{पुं-ए.},वानर-राज+{से3},वानरराज~(सुग्रीव)~के~द्वारा,by_chief_of_monkey_(Sugriva)
2.1.̌,वैरानुकथनम्,B-B,वैरानुकथन{2}{नपुं-ए.},वैरानुकथन+{को2},वैरानुकथनम्,his enemity
2.1.̍,प्रति,-,प्रति,प्रति,के~प्रति,with_regard_to
2.1.̎,4.1.Aरामाय,4.1.CB-D,4.1.Dराम{4}{पुं-ए.},4.1.Eराम+{को4},4.1.Fराम~(से),4.1.Gto_shri_Rama
2.1.̏,आवेदितम्,B-A,आवेदित{1}{नपुं-ए.},आवेदित+{0/ने},निवेदन~किया~गया,reported
2.1.̐,सर्वम्,B-B,सर्व{2}{नपुं-ए.},सर्व+{को2},सब~कुछ,the_whole
2.1.̑,प्रणयात्,B-A,प्रणय{5}{पुं-ए.},प्रणय+{से},प्रेम~के~कारण,out_of_affection
2.1.̒,दुःखितेन,B-C,दुःखित{3}{पुं-ए.},दुःखित+{से3},दुःखित,afflicted
2.1.̓,च,-,च,च,और,and
2.1.̔,प्रति-ज्ञातम्,B-A,प्रतिज्ञात{1}{नपुं-ए.},प्रतिज्ञात+{0/ने},के~प्रति-ज्ञातम्,a vow was taken
2.1.̕,च,-,च,च,और,and
2.1.̖,रामेण,B-C,राम{3}{पुं-ए.},राम+{से3},राम~के~द्वारा,by_shri_Rama
2.1.̗,तदा,-,तदा,तदा,तब,then
2.1.̘,वालि-वधं,B-B,वालि-वध{2}{पुं-ए.},वालि-वध+{को2},वालि~वध,Killing_of_vali
2.1.̙,प्रति,-,प्रति,प्रति,के~प्रति,with_regard_to
2.1.̚,62,-,62,62,62,62
2.1.̛,5.1.Aवालिनः,5.1.CB-F,5.1.Dवालिन्{6}{पुं-ए.},5.1.Eवालिन्+{का},5.1.Fवाली~की,5.1.Gof_Vali
2.1.̜,च,-,च,च,और,and
2.1.̝,बलम्,B-B,बल{2}{पुं-ए.},बल+{को2},शक्ति~को,strength
2.1.̞,तत्र,-,तत्र,तत्र,युद्ध~में,in_the_course_of_that_encounter
2.1.̟,कथयामास,B-v,कथ+णिच्{कर्तरि_लिट्_प्रपु_एक},कथ+णिच्{कर्तरि_लिट्_प्रपु_एक},कहा,described
2.1.̠,वानरः,B-A,वानर{1}{पुं-ए.},वानर+{0/ने},वानर,the_monkey
2.1.̡,सुग्रीवः,B-A,सुग्रीव{1}{पुं-ए.},सुग्रीव+{0/ने},सुग्रीव,Sugriva
2.1.̢,शङ्कितः,B-A,शङ्कित{1}{पुं-ए.},शङ्कित+{0/ने},सन्देह~युक्त,full_of_misgivings
2.1.̣,च,-,च,च,और,and
2.1.̤,आसीत्,B-v,अस्{कर्तरि_लङ्_प्रपु_एक},अस्{कर्तरि_लङ्_प्रपु_एक},था,was
2.1.̥,नित्यं,B-B,नित्य{2}{नपुं-ए.},नित्य+{को2},नित्यं,ever
2.1.̦,वीर्येण,B-C,वीर्य{3}{नपुं-ए.},वीर्य+{से3},बल~(के~विषय~में),in_the_matter_of_prowess
2.1.̧,राघवे,B-G,राघव{7}{पुं-ए.},राघव+{में/पर},राम~(के),concerning_Rama
2.1.̨,6.1.Aराघव-प्रत्ययार्थम्,6.1.C-,6.1.Dराघव-प्रत्ययार्थम्{2}{नपुं-ए.}-,6.1.Eराघव-प्रत्ययार्थम्+{को2},6.1.Fराम~के~विश्वास~के~लिए,6.1.Gin_order_to_convince_shri_Rama
2.1.̩,तु,-,तु,तु,तु,too
2.1.̪,दुन्दुभेः,B-F,दुन्दुभि{6}{पुं-ए.},दुन्दुभि+{का},दुन्दभि~नामक~राक्षस~के,of_dundubhi
2.1.̫,कायम्,B-B,काय{2}{पुं-ए.},काय+{को2},शरीर~को,skeleton
2.1.̬,उत्तमम्,B-B,उत्तम{2}{पुं-ए.},उत्तम+{को2},बडे,tall
2.1.̭,दर्शयामास,B-v,दृश्+णिच्{कर्तरि_लिट्_प्रपु_एक},दृश्+णिच्{कर्तरि_लिट्_प्रपु_एक},दिखलाया,actually_showed
2.1.̮,सुग्रीवः,B-A,सुग्रीव{1}{पुं-ए.},सुग्रीव+{0/ने},सुग्रीव,Sugriva
2.1.̯,महा-पर्वत-सन्निभम्,-,महा-पर्वत-सन्निभ{2}{पुं-ए.},महा-पर्वत-सन्निभ+{को2},महा-पर्वत-सन्निभम्,looking like a big mountain
2.1.̰,7.1.Aउत्स्मयित्वा,7.1.C-,7.1.Dउत्स्मयित्वा,7.1.Eउत्स्मयित्वा,7.1.Fऔर~हँस~कर,7.1.Gsmiling
2.1.̱,महा-बाहुः,B-A,महा-बाहु{1}{पुं-ए.},महा-बाहु+{0/ने},लम्बे~बाहु~वाला,the_mighty_armed
2.1.̲,प्रेक्ष्य,-,प्रेक्ष्य,प्रेक्ष्य,देख~कर,glaring
2.1.̳,च,-,च,च,और,and
2.1.̴,अस्थि,B-B,अस्थि{2}{नपुं-ए.},अस्थि+{को2},अस्थि~(को),bone
2.1.̵,महा-बलः,B-A,महाबल{1}{पुं-ए.},महाबल+{0/ने},महाबली,possessed_of_extra_ordinary_strength
2.1.̶,पादाङ्गुष्ठेन,-,पादाङ्गुष्ठ{3}{पुं.-ए.},पादाङ्गुष्ठ+{से3},पादाङ्गुष्ठेन,with his big toe full
2.1.̷,चिक्षेप,B-v,क्षिप्{कर्तरि_लिट्_प्रपु_एक},क्षिप्{कर्तरि_लिट्_प्रपु_एक},फेंका,hurled
2.1.̸,सम्पूर्णं,B-B,सम्पूर्ण{2}{नपुं-ए.},सम्पूर्ण+{को2},पूरे,all
2.1.̹,दश-योजनम्,-,दश-योजन{2}{नपुं-ए.},दश-योजन+{को2},दश~योजन~तक,distance_of_eighty_miles
2.1.̺,8.1.Aबिभेद,8.1.CB-v,8.1.Dभिद्{कर्तरि_लिट्_प्रपु_एक},8.1.Eभिद्{कर्तरि_लिट्_प्रपु_एक},8.1.Fभेद~दिया,8.1.Gpierced
2.1.̻,च,-,च,च,और,and
2.1.̼,पुनः,-,पुनः,पुनः,पुनः,"again,Further"
2.1.̽,सालान्,B-B,साल{2}{पुं-ब.},साल+{को2},साल~वृक्षा~को,palmyra_trees
2.1.̾,सप्त,B-B,सप्तन्{2}{पुं-ब.},सप्तन्+{को2},सात,seven
2.1.̿,एकेन,B-C,एक{3}{पुं-ए.},एक+{से3},एक,single
2.1.̀,महेषुणा,-,महेषु{3}{पुं.-ए.},महेषु+{को2},बाण~से,mighty_shaft
2.1.́,गिरिम्,-,गिरि{2}{पुं-ए.},गिरि+{को2},गिरिम्,a hillock
2.1.͂,रसातलं,B-B,रसातल{2}{नपुं-ए.},रसातल+{को2},रसातलं,the sixth subterranean plane
2.1.̓,चैव,-,चैव,चैव,चैव,as well as
2.1.̈́,जनयन्,B-A,जनयत्{1}{पुं-ए.},जनयत्+{0/ने},जगाते~हुए,in_order_to_inspire
2.1.ͅ,प्रत्ययं,B-B,प्रत्यय{2}{पुं-ए.},प्रत्यय+{को2},प्रत्ययं,confidence
2.1.͆,तदा,-,तदा,तदा,तब,then
2.1.͇,9.1.Aततः,9.1.CB-A,9.1.Dततः,9.1.Eततः,9.1.Fतब,9.1.Gthen
2.1.͈,प्रीत-मनाः,B-A,प्रीतमनस्{1}{पुं-ए.},प्रीतमनस्+{0/ने},प्रसन्नचित्त,pleased
2.1.͉,तेन,B-C,तद्{3}{नपुं/पुं.-ए.},तद्+{से3},उससे,(distracted)_by_that
2.1.͊,विश्वस्तः,B-A,विश्वस्त{1}{पुं-ए.},विश्वस्त+{0/ने},विश्वस्त,contended
2.1.͋,सः,B-A,तद्{1}{पुं-ए.},तद्+{0/ने},वह,he(Sugriva)
2.1.͌,महा-कपिः,-,महा-कपि{1}{पुं-ए.},महा-कपि+{0/ने},वानर~सुग्रीव,the_great_monkey
2.1.͍,किष्किन्धाम्,B-B,किष्किन्धा{2}{स्त्री-ए.},किष्किन्धा+{को2},किष्किन्धा,to_kishkindha
2.1.͎,राम-सहितः,B-A,राम-सहित{1}{पुं-ए.},राम-सहित+{0/ने},राम~के~साथ,with_Rama
2.1.͏,जगाम,B-v,गम्{कर्तरि_लिट्_प्रपु_एक},गम्{कर्तरि_लिट्_प्रपु_एक},गया,marched
2.1.͐,च,-,च,च,और,and
2.1.͑,गुहाम्,B-B,गुहा{2}{स्त्री-ए.},गुहा+{को2},गुफा,cave
2.1.͒,तदा,-,तदा,तदा,तब,then
2.1.͓,10.1.Aततः,10.1.CB-A,10.1.Dततः,10.1.Eततः,10.1.Fतब,10.1.Gthen
2.1.͔,अगर्जत्,B-v,गर्ज्{कर्तरि_लङ्_प्रपु_एक},गर्ज्{कर्तरि_लङ्_प्रपु_एक},गरजा,roared
2.1.͕,हरि-वरः,-,हरि-वर{1}{पुं-ए.},हरि-वर+{0/ने},वानर~श्रेष्ठ,the_monkey_chief
2.1.͖,सुग्रीवः,B-A,सुग्रीव{1}{पुं-ए.},सुग्रीव+{0/ने},सुग्रीव,Sugriva
2.1.͗,हेम-पिङ्गलः,-,हेम-पिङ्गल{1}{पुं-ए.},हेम-पिङ्गल+{0/ने},हेम-पिङ्गलः,tawny as gold
2.1.͘,तेन,B-C,तद्{3}{नपुं/पुं.-ए.},तद्+{से3},उससे,(distracted)_by_that
2.1.͙,नादेन,B-C,नाद{3}{पुं-ए.},नाद+{से3},ध्वनि~से,the_king_of_the
2.1.͚,महता,B-C,महत्{3}{नपुं/पुं.-ए.},महत्+{से3},उँची,great_roar
2.1.͛,निर्जगाम,B-v,निर्+गम्{कर्तरि_लिट्_प्रपु_एक},निर्+गम्{कर्तरि_लिट्_प्रपु_एक},निकला,Sallied_forth
2.1.͜,हरीश्वरः,B-A,हरीश्वर{1}{पुं-ए.},हरीश्वर+{0/ने},वानर~राज~(वाली),king_of_the_monkeys_(Vali)
2.1.͝,11.1.Aअनु-मान्य,11.1.C-,11.1.Dअनु-मान्य,11.1.Eअनु-मान्य,11.1.Fअनु-मान्य,11.1.Ghaving reassured
2.1.͞,तदा,-,तदा,तदा,तब,then
2.1.͟,तारां,B-B,तारा{2}{स्त्री-ए.},तारा+{को2},तारां,Tara (Vali's wife)
2.1.͠,सुग्रीवेण,B-C,सुग्रीव{3}{पुं-ए.},सुग्रीव+{से3},सुग्रीव~से,convinced_with_sugriva
2.1.͡,समागतः,B-A,समागत{1}{पुं-ए.},समागत+{0/ने},आया,came
2.1.͢,नि-जघान,B-v,नि+हन्{कर्तरि_लिट्_प्रपु_एक},नि+हन्{कर्तरि_लिट्_प्रपु_एक},मार~दिया,killed
2.1.ͣ,च,-,च,च,और,and
2.1.ͤ,तत्र,-,तत्र,तत्र,युद्ध~में,in_the_course_of_that_encounter
2.1.ͥ,एनं,B-B,एतद्{2}{पुं-ए.},एतद्+{को2},इसे~(बाली~को),him(Vali)
2.1.ͦ,शरेण,B-C,शर{3}{पुं-ए.},शर+{से3},बाण~से,arrow
2.1.ͧ,एकेन,B-C,एक{3}{पुं-ए.},एक+{से3},एक,single
2.1.ͨ,राघवः,B-A,राघव{1}{पुं-ए.},राघव+{0/ने},राम~ने,the_scion_of_Raghu
2.1.ͩ,12.1.Aततः,12.1.CB-A,12.1.Dततः,12.1.Eततः,12.1.Fतब,12.1.Gthen
2.1.ͪ,सुग्रीव-वचनात्,B-A,सुग्रीव-वचन{5}{नपुं-ए.},सुग्रीव-वचन+{से},सुग्रीव-वचनात्,due_to_Sugriva's_plea
2.1.ͫ,हत्वा,-,हत्वा,हत्वा,मारकर,having_killed
2.1.ͬ,वालिनम्,B-B,वालिन्{2}{पुं-ए.},वालिन्+{को2},वाली~को,to_Vali
2.1.ͭ,आहवे,B-G,आहव{7}{पुं-ए.},आहव+{में/पर},युद्ध~में,in_an_encounter
2.1.ͮ,सुग्रीवम्,B-B,सुग्रीव{2}{पुं-ए.},सुग्रीव+{को2},सुग्रीव~को,Sugriva_himself
2.1.ͯ,एव,-,एव,एव,ही,alone
2.1.Ͱ,तद्-राज्ये,-,तद्-राज्य{7}{नपुं-1-ए.},तद्-राज्य+{में/पर},उस~राज्य~में,in_Vali's_throne
2.1.ͱ,राघवः,B-A,राघव{1}{पुं-ए.},राघव+{0/ने},राम~ने,the_scion_of_Raghu
2.1.Ͳ,प्रत्यपादयत्,B-v,प्रति+पद्+णिच्{कर्तरि_लङ्_प्रपु_एक},प्रति+पद्+णिच्{कर्तरि_लङ्_प्रपु_एक},बैठाया,installed
2.1.ͳ,1.Aश्लोक,1.C-,1.Dश्लोक,1.Eश्लोक,1.Fश्लोक,1.Gश्लोक
2.1.ʹ,2.1.Aसः,2.1.CB-A,2.1.Dतद्{1}{पुं-ए.},2.1.Eतद्+{0/ने},2.1.Fवह~हनुमान्,2.1.Ghe_(Hanuman)
2.1.͵,च,-,च,च,और,and
2.1.Ͷ,सर्वान्,B-B,सर्व{2}{पुं-ब.},सर्व+{को2},सभी,all
2.1.ͷ,समानीय,-,समानीय,समानीय,बुलाकर~(इकट्ठा~करके),bringing_together
2.1.͸,वानरान्,B-B,वानर{2}{पुं-ब.},वानर+{को2},बन्दरा~को,the_monkeys
2.1.͹,वानरर्षभः,B-A,वानरर्षभ{1}{पुं-ए.},वानरर्षभ+{0/ने},वानरों~में~श्रेष्ठ,Great_among_the_monkeys
2.1.ͺ,दिशः,B-B,दिश्{2}{स्त्री-ब.},दिश्+{को2},चारा~दिशाओं~में,in_all_directions
2.1.ͻ,प्र-स्थापयामास,-,प्र-स्थापयामास,प्र-स्थापयामास,भेजा,sent
2.1.ͼ,दिदृक्षुः,B-A,दिदृक्षु{1}{पुं-ए.},दिदृक्षु+{0/ने},देखने~का~इच्छुक,Desirous_to_see
2.1.ͽ,जनकात्मजाम्,B-B,जनकात्मजा{2}{स्त्री-ए.},जनकात्मजा+{को2},जनक~की~पुत्री~सीता~को,to_the_daughter_of_Janaka(Sita)
2.1.;,3.1.Aततः,3.1.CB-A,3.1.Dततः,3.1.Eततः,3.1.Fउसके~बाद,3.1.Gthereafter
2.1.Ϳ,गृधस्य,B-F,गृध{6}{पुं-ए.},गृध+{का},गिद्ध~पक्षी~के,vulture
2.1.΀,वचनात्,B-A,वचन{5}{नपुं-ए.},वचन+{से},कथन~से,according_to_the_counsel
2.1.΁,सम्पातेः,B-F,सम्पाति{6}{पुं-ए.},सम्पाति+{का},सम्पाति~नाम~के,Sampati_by_name
2.1.΂,हनुमान्,B-A,हनुमत्{1}{पुं-ए.},हनुमत्+{0/ने},हनुमान्,Hanuman
2.1.΃,बली,B-A,बलिन्{1}{पुं-ए.},बलिन्+{0/ने},बलवान्,mighty
2.1.΄,शत-योजन-विस्तीर्णं,-,शत-योजन-विस्तीर्ण{2}{नपुं-ए.},शत-योजन-विस्तीर्ण+{को2},सौ~योजन~विस्तृत~(चार~सौ~कोस),800_miles_broad
2.1.΅,पुप्लुवे,B-v,प्लु{कर्तरि_लिट्_प्रपु_एक},प्लु{कर्तरि_लिट्_प्रपु_एक},पार~किया,leapt_across
2.1.Ά,लवणार्णवम्,B-B,लवणार्णव{2}{पुं-ए.},लवणार्णव+{को2},खारा~सागर~को,brackish_sea
2.1.·,4.1.Aतत्र,4.1.C-,4.1.Dतत्र,4.1.Eतत्र,4.1.Fवहाँ~(लङ्का~में),4.1.Gthere(in_Lanka)
2.1.Έ,लङ्काम्,-,लङ्का{2}{स्त्री-ए.},लङ्का+{को2},लङ्काम्,Lanka
2.1.Ή,समासाद्य,-,समासाद्य,समासाद्य,पहुँच~कर,having_reached
2.1.Ί,पुरीम्,B-B,पुरी{2}{स्त्री-ए.},पुरी+{को2},नगरी~को,the_city
2.1.΋,रावण-पालिताम्,B-8B-B,रावण-पालिता{2}{स्त्री-ए.},रावण-पालिता+{को2},रावण~द्वारा~पालित~,ruled_over_by_Ravana
2.1.Ό,ददर्श,B-v,दृश्{कर्तरि_लिट्_प्रपु_एक},दृश्{कर्तरि_लिट्_प्रपु_एक},देखा,saw
2.1.΍,सीताम्,B-B,सीत{2}{स्त्री-ए.},सीत+{को2},सीता~को,Sita
2.1.Ύ,ध्यायन्तीम्,B-B,ध्यायन्ती{2}{स्त्री-ए.},ध्यायन्ती+{को2},स्मरण~करती~हुई,contemplating(Rama)
2.1.Ώ,अशोक-वनिकाम्,-,अशोक-वनिका{2}{स्त्री-ए.},अशोक-वनिका+{को2},अशोक~वाटिका~में,in_the_Ashoka_grove
2.1.ΐ,गताम्,B-B,गता{2}{स्त्री-ए.},गता+{को2},स्थित,confined
2.1.Α,5.1.Aनि-वेदयित्वा,5.1.C-,5.1.Dनि-वेदयित्वा,5.1.Eनि-वेदयित्वा,5.1.Fसमर्पित~कर,5.1.Ghaving_presented
2.1.Β,अभि-ज्ञानम्,-,अभि-ज्ञान{2}{नपुं-ए.},अभि-ज्ञान+{को2},परिचायक~वस्तु,the_souvenir
2.1.Γ,प्रवृत्तिम्,B-B,प्रवृत्ति{2}{स्त्री-ए.},प्रवृत्ति+{को2},घटनाओं~को,incidents
2.1.Δ,वि-नि-वेद्य,-,वि-नि-वेद्य,वि-नि-वेद्य,बतलाकर,having_described
2.1.Ε,च,-,च,च,और,and
2.1.Ζ,समाश्वास्य,-,समाश्वास्य,समाश्वास्य,आश्वस्त~कर,having_consoled
2.1.Η,च,-,च,च,और,and
2.1.Θ,वैदेहीम्,B-B,वैदेही{2}{स्त्री-ए.},वैदेही+{को2},सीता~को,Sita
2.1.Ι,मर्दयामास,B-v,मर्द+णिच्{कर्तरि_लिट्_प्रपु_एक},मर्द+णिच्{कर्तरि_लिट्_प्रपु_एक},ध्वस्त~कर~दिया,demolished
2.1.Κ,तोरणम्,B-B,तोरण{2}{नपुं-ए.},तोरण+{को2},अशोक~वाटिका~के~प्रवेश~द्वार~को,outer_gate_of_Ashoka_garden
2.1.Λ,6.1.Aपञ्च,6.1.CB-B,6.1.Dपञ्चन्{2}{पुं-ब.},6.1.Eपञ्चन्+{को2},6.1.Fपाँच,6.1.Gfive
2.1.Μ,सेनाग्रगान्,B-B,सेनाग्रग{2}{पुं-ब.},सेनाग्रग+{को2},सेनापतियों~को,army_commanders
2.1.Ν,हत्वा,-,हत्वा,हत्वा,मारकर,having_killed
2.1.Ξ,सप्त,B-B,सप्तन्{2}{पुं-ब.},सप्तन्+{को2},सात,seven
2.1.Ο,मन्त्रि-सुतान्,B-B,मन्त्रि-सुत{2}{पुं-ब.},मन्त्रि-सुत+{को2},मंत्रियों~के~पुत्रा~को,sons_of_ministers
2.1.Π,अपि,-,अपि,अपि,भी,also
2.1.Ρ,शूरम्,B-B,शूर{2}{पुं-ए.},शूर+{को2},शौर्यगुणयुक्त,gallant
2.1.΢,अक्षं,B-B,अक्ष{2}{पुं-ए.},अक्ष+{को2},अक्ष~को,Aksa
2.1.Σ,च,-,च,च,और,and
2.1.Τ,निष्पिष्य,-,निष्पिष्य,निष्पिष्य,चूर्ण~करके,having_crushed
2.1.Υ,ग्रहणं,B-B,ग्रहण{2}{पुं-ए.},ग्रहण+{को2},ब्रह्मास्त्र~बन्धन~म,to_be_bound
2.1.Φ,समुपागमत्,B-v,सम+उप+गम्{कर्तरि_लुङ्_प्रपु_एक},सम+उप+गम्{कर्तरि_लुङ्_प्रपु_एक},पहुँच~गया,allowed_himself
2.1.Χ,7.1.Aअस्त्रेण,7.1.CB-C,7.1.Dअस्त्र{3}{नपुं-ए.},7.1.Eअस्त्र+{से3},7.1.Fब्रह्मास्त्र~से,7.1.Gby_Brahmastra
2.1.Ψ,उन्मुक्तम्,B-B,उन्मुक्त{2}{पुं-ए.},उन्मुक्त+{को2},मुक्त,released
