chpatno,slokano,sentno,Words,Sandhied Words,Hindi Meanings,English Meanings
16,027,1,,- तेनातपत्रामलमण्डलेन पूर्वनिवासभूमिम् प्रस्थापितः बलौघः - शशिनोदितेन वेलामुदन्वानिव नीयमानः - - बभौ,आतपत्र-मल_रहित-मण्डल_से उससे पूर्व-निवास-भूमि_प्रति चलाए_हुए सैन्य_दल_का_समूह उदित चाँद_से समय तट_की_और_चलाए_हुए समुद् जैसे चमका,- - - - - - - - - - - -
16,028,1,,तस्य प्रयातस्य वरूथिनीनाम् पीडामपर्याप्तवतीव सोढुम् अपर्याप्तवती - वसुन्धरा विष्णुपदं - रजश्छलेन द्वितीयमध्यारुरहेव -,उसका प्रयाण_किया_हुआ सेनाओं_के पीडा_पर ध्_षह्1ने~के_लिये अपर्याप्त जैसे पृथ्वी विष्णु-पैर_ने अधि_आ_रुह्1_प्प्_स्क्या रजः-छल_से दूसरा जैसे,- - - - - - - - - - - - -
16,029,1,,गमनाय पश्चात्पुरो - निवेशे पथि च व्रजन्ती सा यत्र नृपस्य तत्रैव - सामग्र्य-मतिम् चकार उद्यच्छमाना सेना ददृशे (-),गमन_के_लिये बाद_में पुरः निवेश_में रास्ते_में और ध्_व्रज्1ती_हुई उसने जहां राजा_की वहाँ ही समग्रता-मति_को ध्_कॄ1_प्प्_स्क्या - सेना - उसने,- - - - - - - - - - - - - - - - - -
16,030,1,,तस्य द्विपानां मदवारिसेकात्खुरअभिघाताच्च तुरङ्गमाणाम् - - रेणुः पथि पङ्कभावं प्रपेदे नेतुः,उसके द्विपों_के कस्तूरी-जल-छिड़कने_से तुरङ्गमों_के जाङ्गम_द्रव्य-अभि-घात_से और पराग_ने रास्ते_में दलदल-भाव_को शरण_गया संचालक_के,- - - - - - - - - - -
16,030,2,,पङ्कोपि - रेणुत्वमियाय -,दलदल भी रेणु_को गया,- - - -
16,031,1,,सा बहुधा विभिन्ना सेना कटकान्तरेषु वैन्ध्येषु  रेवेव - महाविरावा बद्धप्रतिश्रुन्ति मार्गैषिणी गुहामुखानि चकार,उस कई_प्रकार_से ण्थ्या_हुईं सेना_ने कूड्Zआ-अन्तर पर्वतों_में रेवाओं_को जैसे महान्-विराव बाँधा मार्ग-एषिनों_को गुफा-मुखों_को ध्_कृ3_प्प्_स्क्या,- - - - - - - - - - - - -
16,032,1,,धातुभेदारुणयाननेमिः स प्रभुः प्रयाणध्वनिमिश्रतूर्यः - - - पश्यन्पुलिन्दैरुपपादितानि - व्यलङ्घयद्विन्ध्यमुपायनानि,- वह प्रभु प्रस्थान-ध्वनि-मिश्र-तूर्य पुलिन्दों_से हुलाये_हुए पहुँचने ध्_दृश्1ता_हुआ विन्ध्य -,- - - - - - - - - -
16,033,1,,तदीये तीर्थे गजसेतुबन्धात्प्रतीपगामुत्तरतोस्य - गङ्गाम् - - नभोलङ्घनलोलपक्षाः - अयत्नबालव्यजनीबभूवुर्हंसा,उसकी_में तीर्थ_में हाथी-सेतु-बन्ध_से प्रतीप-गाना गङ्गा_का इसका उत्तर_देता_हुआ आकाश-पक्ष - -,- - - - - - - - - -
16,034,1,,स कपिलेन रोषाद्भस्मावशेषीकृतविग्रहाणां - पूर्वजानाम् सुरालयप्राप्तिनिमित्तमम्भस्त्रैस्रोतसं नौलुलितं - - ववन्दे,वह भूरे_रंग_के_से क्रोध_से - पूर्वजों_का - नौका-लुलित_को - जल स्तुति_की,- - - - - - - - - -
16,035,1,,इत्यध्वनः - कैश्चिदहोभिरन्ते - - - कूलम् समासाद्य कुशः सरय्वाः वेदिप्रतिष्ठान्वितताध्वराणां - यूपानपश्यच्छतशा - - रघूणाम्,ऐसा मार्गों_को किनसे - दिनों_से अन्त किनारा - कुश सरयु_से प्रतिष्ठों_को अध्वरों_का यूपों_को देखा सौ_तरह_से रघुओं_का,- - - - - - - - - - - - - - - -
16,036,1,,कुलराजधान्याः - कुसुमद्रुमाणाम् शाखाः आधूय शीतान्सरयूतरङ्गान् - च स्पृष्ट्वा तम् क्लान्तसैन्यम् प्रत्युज्जगमोपवनान्तवायुः,कुल-राजा-धानी_की बगीचा-अन्त-हवा फूल-द्रुमाओं_की शाखायें आङ्_धू2_कर शीत सरयू-लहरों_को और छू_कर उस - गयी,- - - - - - - - - - - -
16,037,1,,अथोपशल्ये - रिपुमग्नशल्यस्तस्याः - पुरः पौरसखः स राजा कुलधवजस्तानि - चलध्वजानि निवेशयामास बली बलानि,अथो उपशल्य - उसका - पौर-सख वह राजा कुल-ध्वज वे जाऊँ बलियाँ बल -,- - - - - - - - - - - - - -
16,038,1,,प्रभुणा नियुक्तास्तथागतां शिल्पिसङ्घाः सम्भृतसाधनत्वात् तां - पुरं - - विसर्गान्मेघा निदाघग्लपितामिवोर्वीम् - - नवीचक्रुरपां (-),प्रभु_से नियुक्त शिल्पि-सङ्घ - उसको तथा-गयी_हुई नगर_को मेघ पानी_का विसर्ग_से - भूमि_को जैसे किये किये,- - - - - - - - - - - - - - -
16,039,1,,ततः रघुप्रवीरः परार्घ्यप्रतिमागृहायाः पुरः उपोषितैर्वास्तविधानविद्भिर्निर्वर्तयामास - सपशूपहारां सपर्याम् -,वहाँ_से रघु-प्रवीर बाद-अर्घ्य-प्रतिमा-गृहा_का पुरः रहे_हुए - स-पशु-उपहारा पूजा_को -,- - - - - - - - -
16,040,1,,स तस्याः राजोपपदं कामीव कान्ताहृदयं (प्रविश्य) - निशान्तं - - - यथाप्रधानं सम्भावयामास यथार्हमन्यैरनुजीवीलोकं,वह उसका राजा-उपपद कामासक्त - - जैसे - - अन्य_से अनु-जीवी-लोक_को यथा-प्रधान_को - -,- - - - - - - - - - - - - -
16,046,1,,दिने दिने शैवलवन्त्यधस्तात्सोपानपर्वाणि अद्यस्तात सोपानपर्वाणि विमुञ्चदम्भः उद्दण्डपद्मम्  गृहदीर्घिकाणाम् - नारीनितम्बद्वयसं बभूव,दिन दिन काई नीचे_से पौड्Zई-अङ्ग - उद्दण्ड-पद्म_अ घर-लम्बा_सरोवर_का जल नारी-नितम्ब-द्वयस_को हुआ,- - - - - - - - - - -
16,047,1,,वनेषु सायंतनमल्लिकानां विजृम्भणोद्गंधिषु कुड्मलेषु प्रत्येकनिक्षिप्तपदः भ्रमरश्चकार - संख्यामिवैषां - - सशब्दं,वनों_में संध्यासंबंधी-मल्लिकाओं_के वि-जमुहाई_लेना-उद्गन्धि खुलता_हुओं_में प्रति-एक-पैर भ्रमर_ने इनकी सङ्ख्या_को किया जैसे -,- - - - - - - - - - -
16,048,1,,स्वेदानुविद्धार्द्रनखक्षताङ्के भूयिष्ठसंदिष्टशिखं  कपोले च्युतं न कर्णादपि - कामिनीनां शिरीषपुष्पं सहसा पपात,पसीना-अनु-विद्ध्-गीला-नाखून-क्षीन-अंक अत्यधिक-सं-द्ष्ट-शिख गाल_में गया_हुआ नहीं कर्ण_से भी प्रेम_करने_वालियों_के शिरीष-पुष्प अचानक गिरा,- - - - - - - - flower grown on  Albizia Lebbek tree/Flea tree/frywood/koko/woman's tongue tree. - -
16,049,1,,यन्त्रप्रवाहैः शिशिरैः परीतान्रसेन - धौतान्मलयोद्भवस्य - शिलाविशेषानधिशय्य - निन्युर्धारागृहेष्वातपमृद्धिवन्तः - - -,यन्त्र-प्रवाह_से ठंढों_से प्रदक्षिणा_किये_हुए रस_से स्वच्छ_किये_हुए चन्दन_की_लकड्Zई_के पत्थर-विशेषों_को अधि-शय्य  सोकर ले_गये धारागृहों_में गर्मी ऋद्धि,- - - - - - - - - - - -
16,050,1,,स्नानआर्द्रमुक्तेष्वनुधूपवासं - विन्यस्तसायंतनमल्लिकेषु कामो वसन्तात्ययमन्दवीर्यः केशेषु लेभे बलमङ्गनानाम् -,- अनुधूप-रहने_को - काम वसन्त-वृद्धि-मन्द- बालों_में प्राप्त_हुआ बल अङ्गनाओं_का,- - - - - - - - -
16,051,1,,आपिञ्जरा बद्धरजःकणत्वान्मञ्जर्युदारा - - शुशुभेर्जुनस्य - दग्ध्वापि - देहं गिरिशेन रोषात्खण्डीकृता - ज्येव - मनोभवस्य,आ-पिञ्जरा बाँधा-रजः-कण_से कोंपल - शोभा_दी अर्जुन_का - भी शरीर_को गिरिश_से क्रोध_से खण्डीकृता धनुष्_का_डोरी जैसे कामदेव_का,- - - - - - - - - - - - - - -
16,052,1,,मनोज्ञगन्धं सहकारभङ्गं पुराणशीधुं नवपाटलं च कामिजनेषु संबध्नता निदाधावधिना सर्वे दोषाः प्रमृष्टाः (-),मनोहर सुगन्धित आम्रपल्लव ईख के रस की पुरानी मदिरा नव-पाटल पुष्पों को और जनों_में सम्बद्ध_करते_हुए ग्रीष्मकालने सब_ दोषों_को परिमार्जित किये_गये,- - - - - - - - - - - -
16,053,1,,स नृपतिः - शशी च जनस्य सविशेषकान्तौ तापापनोदक्षमपादसेवौ चोदयस्थौ तस्मिन् समये विगाढे द्वौ बभूवतु,वह राजा और चाँद_ने भी जन_के विशिष्टगुणों_से_युक्तप्रिय ताप-निष्काश-क्षमा-चरण-सेवा उदय-स्थित इस समय_में कठिने(ग्रीष्मे) दो हुए,- - - - - - - - - - - - - -
16,054,1,,अथोर्मिलोलोन्मदराजहंसे - रोधोलतापुष्पवहे सरय्वाः - तस्याम्भसि वनितासखस्य ग्रीष्मसुखे विहर्तुमिच्छा - बभूव,और उर्मि-लोलोन्-कस्तूरी-राजा-हंस_में रोधो-बेल-पुष्प-वहन_करने_वाले सरयु_के जल_में उस सख_का ग्रीष्म-सुख_में ण्थ्ने~के_लिये इच्छा हुई,- - - - - - - - - - -
16,055,1,,स चक्रधरप्रभावः तीरभूमौ विहितोपकार्यामानायिभिस्तामपकृष्टनक्राम् - - - श्रीमहिमानुरूपं विगाहितुं प्रचक्रमे,वह चक्र-धर-प्रभाव तीर-भूमि_में - - - उसको श्री-महिमा-अनुरूप_को - -,- - - - - - - - - -
16,056,1,,सा सरिदङ्गनाभिः तीरसोपानपथावतारादन्योन्यकेयूरविघट्टिनीभिः - सनूपुरक्षोभपदाभिरासीतदुद्विग्नहंसा - - -,वह नदी तीर-पौड्Zई-पथ-अवतार_से तीर-पौड्Zई-पथ-परस्पर स-नूपुर-क्षोभ-पदाओं_से अङ्गनाओं_से - था,- - - - - - - -
16,057,1,,परस्पराभ्युक्षणतत्पराणां तासां नौसंश्रयः मज्जनरागदर्शी नृपो पार्श्वगतां - किरातीमुपात्तबालव्यजनां बभाषे,परस्पर-तत्पर उनका नौका-संश्रय - राजा पास-गयीं_हुईं - मंदाकिनी_को बोले,- - - - - - - - -
16,058,1,,गलिताङ्गरागैः मदीयैर्विगाह्यमानो शतशो - - - सरयूप्रवाहः साभ्र सन्ध्योदयः इवैष - वर्णं पुष्यत्यनेकं (-) पश्यावरोधैः (-) पुष्यत्यनेकं,- मेरों_से - अवरोधों_से वि- यह सरयू-प्रवाह स-अभ्र सन्ध्या-उदय जैसे अनेक_को वर्ण_को पालन_करता_है ऐसा देखो तुम पालन_करता_है,- - - - - - - - - - - - - - - - -
16,067,1,,उद्बन्धकेशच्युतपत्रलेखो विश्लेषिमुक्ताफलपत्रवेष्टः प्रमदामुखानामम्भोविहाराकुलितोऽपि - - वेषः मनोज्ञ एव (-),बन्धनरहित खुले हुए बालोवाला घुल जानेसे पत्र रचनाविहीन मुक्तामय ताटंक के बिना जलविहारसे आकुल-व्याकुल होनेपर भी स्त्री-मुखाओं_का(सुंदरियोंका) वेष मनको हरनेवाला ही (है),- - - - - - - - -
16,068,1,,स नौविमानादवतीर्य - विलोलहारः ताभिरप्सु सह रेमे - द्विपेन्द्रः - स्कन्धावलग्नोद्धृतपद्मिनीकः करेणुभिर्वन्य (-) इव,वह विमानके आकारवाली नौकासे उतर_कर चंचल हार वाले होते हुए उनके साथ रमण करने लगा जंगली  हाथी पानी_में कंधेपर संलग्न उखाडे हुए कमलवाले हाथिनियोंके साथ रमण करने लगा जैसे,- - - - - - - - - - - - - -
16,069,1,,ततो भ्राजिष्णुना नृपेणानुगताः - स्त्रियस्ता - सातिशयं विरेजुः,वहाँ_से भ्राजिष्णु_से राजा_से अनुगें स्त्रियाँ वे स-अतिशय_को वि_राज्1_प्प्_स्क्या,- - - - - - - -
16,069,2,,प्रागेव - मुक्ता नयनाभिरामाः - - प्राप्येन्द्रनीलं किमुतोन्मयूखम् - (-),होठों_से_लगाना ही मुक्त - उन्मयूख इन्द्रनील_को प्र_आप्2_कर कौन अथवा बोले,- - - - - - - - - -
16,070,1,,वर्णोदकैः काञ्चनशृङ्गमुक्तैस्तमायताक्ष्यः - - प्रणयादसिञ्चन् -,वर्ण-पानी_से - उसको अक्ष्य- विवाह_करने_से षिच्1_प्प्_स्क्या,- - - - - -
16,070,2,,तथागतः सोतितरां - सधातुनिष्यन्द - इवाद्रिराजः बभासे,तथा-गया_हुआ वह अति-तरा_को स-धातु- अद्रि-राज जैसे चमका,- - - - - - -
16,076,1,,देव प्रयत्नो कृतः (-),देव प्रयत्न निर्मित अस्2_प्प्_स्क्ता_है,- - - -
16,076,2,,पयस्यभरणोत्तमं मग्नं ते - न च लब्धं (-),दूध_में स्नान_किया_हुआ तुम्हारा अच्छा नहीं भी - है,- - - - - - - -
16,076,3,,तत् - - नागेन नूनमुपात्तमन्तर्ह्रदवासिना लौल्यात्कुमुदेन - (-),वह अन्तः-तालाब-वासि सफेद_कुमुदिनी_से नाग_से अवश्य चंचलता_से उप-आत्त है,- - - - - - - -
16,077,1,,ततः धनुर्धरः कोपविलोहिताक्षः - स तीरगतस्तरस्वी धनुराततज्यं कृत्वा भुजङ्गनाशाय गारुत्मतं - समाददेस्त्रम्,वहाँ_से धनुः-धर क्रोध-वि-लोहित-धुरा हलकारा वह तीर-गया_हुआ धनुः-ज्य_को करके साँप-नाश_को गारुत्मत अस्त्र उगा,- - - - - - - - - - - -
16,078,1,,तस्मिन्ह्रदः संहितमात्र एव - क्षोभात्समाविद्धतरङ्गहस्तः - रोधांसि निघ्नन्नवपातमग्नः - वन्यः करीव - परुषं ररास,उसमें - ही तालाब क्षोभ_से - तट समूल_नष्ट_करता_हुआ - जंगलें हाथी जैसे कठोर_को शब्द_किया,- - - - - - - - - - - - - -
16,079,1,,लक्ष्म्येव सार्धं सुरराजवृक्षः - भुजङ्गराजः कन्यां पुरस्कृत्य - तस्मात्समुद्रादिव - - मथ्यमानादुद्वृत्तनक्रात्सहसोन्ममज्ज - -,लक्ष्मी_के साथ_साथ देव-राजा-वृक्ष जैसे साँप-राजा_ने कन्या_को पुरस्_कृ3_कर स्नान_किया उस समुद्र_से जैसे - ण्थ्या_हुआ अचानक,- - - - - - - - - - - - - -
16,082,1,,कार्यान्तरमानुषस्य विष्णोः सुताख्यामपरां त्वाम् - तनुं अवैमि (-),कार्यान्तर-मानव विष्णु_का - तुम्हें अपरा_को शरीर जानता_हूँ मैं,- - - - - - - -
16,082,2,,सः अहं तव प्रीतेः विघातं कथं आचरेयम् नाम,वह मैं तुम्हारी प्रसन्नता_के अलग_का कैसे आचरण_करूँ नामक,- - - - - - - -
16,083,1,,कराभिघातोत्थितकन्दुकेयमालोक्य - बालातिकुतूहलेन - - - ह्रदात्पतज्ज्योतिरिवान्तरिक्षादादत्त - त्वदीयं जैत्राभरणं - - (-),- यह - अंतरिक्ष_से ज्योति जैसे तालाब_से गिरते_हुए तुम्हार् जैत्र-आभरण_को आङ्_लोक्2_कर उगा गिरते_हुए,- - - - - - - - - - - - -
16,084,1,,तदेतदाजानुविलम्बिना - - ते ज्याघातरेखाकिणलाञ्छनेन भुजेन रक्षापरिघेण भूमेरुपैतु - योगं  पुनरंसलेन -,वह यह आ-घुटना-नीचे_लटकता_हुए_के तुम्हारे धनुष्_का_डोरी-घात-रेखा-अनाज-लाछ्1ने~से भु_से रक्षा-परिघ भूमि_के पास_जाये योग_के फिर अंसल_से,- - - - - - - - - - - -
16,085,1,,पार्थिव (-) - पादयोस्ते चिराय आत्मापराधं नुदतीं मे यवीयसीं स्वसारं इमां कुमुद्वतीं - नार्हसि - च शुश्रूषया नानुमन्तुम्,पार्थिव तुम तुम्हारे पैरों_के दीर्घ_के_लिये आत्म-अपराध णुद्1तीं_हुईं मेरी यवीयसी_को बहन इस सफेद_फूलों_की_कुमुदिनी_को अनुमोदन_कर - योग्य_नहीं_होते_हो भी शुश्रूषा_से -,- - - - - - - - - - - - - - - - - -
16,086,1,,इतूचिवानुपहृताभरणः - - कुमुदः भवान्स्वजन श्लाघ्यो - इत्यनुभाषितारम् - क्षितीशं समेतबन्धुः कन्यामयेन कुलभूषणेन - संयोजयांविधिवदास -,ऐसा ध्_वच्1या - सफेद_कुमुदिनी संसार_को प्रशंसित अपना-जन ऐसा अनु- क्षितीश_को साथ_आया_हुआ-बन्धु कन्या-मय_से - - चित्त_स्थिर_किये है,- - - - - - - - - - - - - - - -
16,087,1,,मनुजपतिना साहचर्याय माङ्गल्योर्णावलयिनि तस्याः हस्ते - पावकस्योच्छिखस्य पुरः स्पृष्टे दिगन्तान् - दिव्यस्तूर्यध्वनिरुदचरद्व्यश्नुवानो - -,मनुष्य-पति_से साथ_को - उसका हाथ_में उत्-शिख_का आग_का - स्पृष्टि दिक्-अन्तों_को वि- दिव्य - उत्_चर्1_प्प्_स्क्या,- - - - - - - - - - - - - -
16,087,2,,तदनु - - गन्धोदग्रं पुष्पमाश्चर्यमेघाः ववृषुः,उसका बाद आश्चर्य-मेघायें गन्ध-उत्-आगे पुष्प_को ध्_वृष्1_प्प्_स्क्या,- - - - - -
16,088,1,,इत्थं नागस्त्रिभुवनगुरोरौरसं - - मैथिलेयं बन्धुं लब्ध्वा एकः पितृवधरिपोरत्यजद्वैनतेयाद् - शङ्कां -,इस_प्रकार सांप तीन-भुवन-गुरु_से औरस_को - बन्धु_को - एक पिता-वध-शत्रु_से गरुड़_से शंका_को छोडा,- - - - - - - - - - - -
16,088,2,,कुशः - - - पौरकान्तः शशास च तक्षकस्य पञ्चमं तमपि (-) शान्तव्यालां,कुश भी अपर अवनि_की पौर-पति_ने शासन_किया और बढ़ई_का पाँचवेँ_को उसको - शान्त-व्याला,- - - - - - - - - - - -
17,001,1,,कुमुद्वती काकुत्स्थात्पुत्रं अतिथिं नाम - चेतना पश्चिमाद्यामिनीयामात्प्रसादमिव - - - प्राप (प्राप),सफेद_फूलों_की_कुमुदिनी ककुत्स्थवंशी_से - - पुत्र_को - पश्चिम यामिनी-निरोध_से प्रसाद_को जैसे प्राप्त_हुई प्राप्त_हुई,- - - - - - - - - - - -
17,002,1,,पितृमान्वंशं - स पितुः मातुश्चानुपमद्युतिः - - - - - मार्गावुत्तरदक्षिणौ - अपुनात्सवितेवोभौ (अपुनात्),पिता अनुपम-द्युति उसने पिता_का माता_का और वंश सूर्य उत्तर-दक्षिण दोनों_ मार्गों_को जैसे पवित्र_किया पवित्र_किया,- - - - - - - - - - - - - -
17,003,1,,अर्थविदां वरः पिता तम् आदौ कुलविद्यानाम् अर्थम् पश्चात् पार्थिवकन्यानाम् पाणिम् अग्राहयत्,- - - - - - - - - - -,- - - - - - - - - - -
17,004,1,,जात्यः शूरः वशी कुशः अभिजातेन शौर्यवता वशिना तेन एकम् आत्मानम् अनेकम् अमन्यत,एक_ही_परिवार_का_सम्बन्धी शूर जिसने_वश_कर_लिया_है_वह कुश अभिजात_से पराक्रम जिसने_वश_कर_लिया_है_उस उससे एक आत्मे अनेक_को जाना_गया,- - - - - - - - - - - -
17,005,1,,- - - - - - - - - - - -,- - - - - - - - - - - -,- - - - - - - - - - - -
17,006,1,,कुमुदस्य नागराजस्य स्वसा कुमुद्वती कुमुदानन्दम् शशाङ्कम् कौमुदी इव तम् अन्वगात् (अन्वगात्),सफेद_कुमुदिनी_के सांप-राजा_की बहन सफेद_फूलों_की_कुमुदिनी_ने सफेद_कुमुदिनी-आनन्द शश-अंक चाँदनी जैसे उसको पीछे_गया पीछे_गया,- - - - - - - - - - -
17,007,1,,तयोर्दिवस्पतेरासीदेकः तयोर्दिवस्पतेरासीदेकः तयोर्दिवस्पतेरासीदेकः सिंहासनार्धभाक् (तयोर्दिवस्पतेरासीदेकः) द्वितीयापि द्वितीयापि शच्याः पारिजातांशभागिनी सखी तयोर्दिवस्पतेरासीदेकः,उनमें एक इन्द्र_का सिंहासन-अर्धभाज् था दुसरी भी शची-का पारिजात-अंश-भागिनी - था,From/of the two One person Indra's Half of Throne obtained/became Second person also Shachi's obtained part of Parijata Vruksha friend obtained/became
17,008,1,,सङ्ग्रामयायिनः भर्तुः पश्चिमाम् आज्ञाम् स्मरन्तः मन्त्रिवृद्धाः तदा आत्मसम्भवम् राज्ये समादधुः,युद्ध- स्वामी_से पश्चिम_को आज्ञा_को स्मरण_करते_हुए मन्त्रि-वृद्ध तब आत्म-संभव_को राज्य समाधान_किया,- - - - - - - - - -
17,009,1,,ते तस्य अभिषेकाय शिल्पिभिः उद्वेदि चतुःस्तम्भप्रतिष्ठितं नवं विमानं कल्पयामासुः,तुम्हारे उसके अभिषेक_के_लिये शिल्पियों_के_द्वारा उत्-विवाह_करने_वाले_को चतुः-प्रतिष्ठित नव विमान_को -,- - - - - - - - -
17,010,1,,तत्र एनम् हेमकुम्भेषु सम्भृतैः तीर्थवारिभिः उपतस्थुः प्रकृतयः भद्रपीठोपवेशितम्,वहाँ इसको सोना-कुम्भों_में ण्थ्या_हुए तीर्थ-जल_से उप_ष्था1_प्प्_स्क्या प्रकृति_ने सुखद-पीठ-बिठाया_हुआ,- - - - - - - -
17,011,1,,नदद्भिः स्निग्धगम्भीरम् तूर्यैः आहतपुष्करैः अन्वमीयत कल्याणम् तस्य अविच्छिन्नसन्तति,ध्_णद्1ते_हुए स्निह्-गम्भीर तूर्यों_के_द्वारा हन्-नीला_कमल अनु_मा1_अप्_स्क्_गया कल्याण उसका अविच्छिन्न-सन्तति,- - - - - - - -
17,012,1,,सः दूर्वायवाङ्कुरप्लक्षत्वगभिन्नपुटोत्तरान् ज्ञातिवृद्धैः प्रयुक्तान् नीराजनाविधीन् भेजे,उसने मुख्य_रूप_से_दूर्वा_घास_जौ_के_अंकुर_बरगद_की_छाल_कोमल_पत्तियों_का_उपयोग_करके प्रौढ़_परिजनों_द्वारा_ प्रयोग_में_लाये_गए अस्त्र_शास्त्रों_के_आनुष्ठानिक_शुद्धीकरण_में भाग_लिया,He mainly_consisting_of_durva_grass_barley_seedlings_banyan_bark_tender_unopened_leaves by_the_elderly_kinsmen used the_purification_rites_of_arms_and_weapons engaged_in
17,013,1,,पुरोहितपुरोगाः द्विजातयः तं जिष्णुं जैत्रैः अथर्वभिः पूर्वं अभिषेक्तुं उपचक्रमिरे,पुरोहितों_में_प्रमुख ब्राह्मण  उस विजेता_को विजय_प्रदान_करने_वाले अथर्ववेद_के_मन्त्रों_से पहले अभिषेक_करना आरम्भ_किया,the_leaders_among_the_priests brahmins him the_victorious_one by_means_of_victory-granting hymns_from_the_Atharva_Veda firstly anointing began
17,014,1,,तस्य त्रिपुरद्विषः मूर्ध्नि सशब्दम् निपतन्ती ओघमहती गङ्गा इव अभिषेकश्रीः व्यरोचत (मूर्ध्नि) (निपतन्ती),उस भगवान_शिव_के माथे_पर ध्वनि_के_साथ गिरती_हुई विशाल _धारा  गङ्गा जैसे अभिषेक_की_शोभा चमक_रही_थी  माथे_पर गिरती_हुई,that Lord_Shiva’s on_head with_sound falling great_flow River_Ganga like the_splendour_of_the_anointing-waters was_shining_forth on_head falling
17,015,1,,बन्दिभिः स्तूयमानः सः तस्मिन् क्षणे सारङ्गैः अभिनन्दितः पर्जन्यः इव प्रवृद्धः अलक्ष्यत,अग्रदूतों_द्वारा प्रशंसित_होता_हुआ  वह  उस क्षण_में चातक_पक्षियों_द्वारा/बादलों_द्वारा अभिनंदित बादल/इंद्रदेव जैसे प्रचण्ड प्रतीत_हो_रहा_था,by_the_heralds being_praised he that at_moment by_the_chataka_birds/by_the_rain_clouds praised rain-clouds/Lord Indra like glorious appeared
17,016,1,,सन्मन्त्रपूताभिः अद्भिः स्नानम् प्रतीच्छतः तस्य द्युतिः वृष्टिसेकात् अग्नेः वैद्युतस्य इव ववृधे (द्युतिः),सर्वश्रेष्ठ_मन्त्रों_से_पवित्र_किये_हुए  जल_से स्नान लेते_हुए अपना आभा बारिश_की_फुहार_से_उत्पन्न_हुई अग्नि_से_उत्पन्न_हुई बिजली   की_भाँति  बढ़_गई आभा,purified_with_holy_chants with_water bath receiving his  glow produced_from_a_shower_of_rain produced_from_fire lightning like increased glow
17,017,1,,सः अभिषेकान्ते स्नातकेभ्यः तावत् वसु ददौ यावता एषां पर्याप्तदक्षिणाः यज्ञाः समाप्येरन्,उसने अभिषेक_के_अन्त_में स्नातकों_को इतना  धन दिया जिससे इनके पर्याप्त_दक्षिणा_से यज्ञ पूरे_किये_जा_सकें,He  at_the_end_of_the_annointing_ceremony to_the_brahmana_householders so_much wealth gave with_which their requiring_sufficient_officiating_fees sacrificial_rituals could_be_completed
17,018,1,,प्रीतमनसः ते तस्मै यां आशिषं उदैरयन् सा तस्य कर्मनिर्वृत्तैः फलैः दूरं पश्चात्कृता -,प्रसन्न_मन_होकर उन्होंने उसके_लिये जिस आशीर्वाद_को सुनाया वह उसके कर्मों_द्वारा_उत्पन्न_हुए फलों_के_कारण दूर पिछड़ी हो गई,having_become_happy-minded they for_him which blessing pronounced that his born-of_actions due_to_the_fruits far left_behind was
17,019,1,,सः बद्धानाम् बन्धच्छेदं  वधार्हाणाम अवध्यताम् धुर्याणाम् च धुरः मोक्षम् गवाम् अदोहं च आदिशत्,उसने बाँधाओं_का छेद वध-योग्य_की अ-वध्य_को धुर्याओं_की और धुर्_के मोक्ष_को गायों_के अ-दोह_को और आदेश_दिया,- - - - - - - - - - - - -
17,020,1,,क्रीडापतत्रिणः अपि अस्य पञ्जरस्थाः शुकादयः लब्धमोक्षाः तदादेशात् यथेष्टगतयः अभवन् (सन्तः),क्रीडा-पतत्रिन् भी इसके पिंजडा-स्थित तोता-पहेले लभ्-मोक्ष_ने वह-आदेश_से - ध्_भू1_प्प्_स्क्या -,- - - - - - - - - -
17,021,1,,ततः सः नेपथ्यग्रहणाय कक्ष्यान्तरन्यस्तं शुचि सोत्तरच्छददं गजदन्तासनम् अध्यास्ते,वहाँ_से वह नेपथ्य-ग्रहण_को कक्ष्य-अन्तर-रखा_हुए_को रंज_में स-उत्तर-छद हाथी-दाँत-आसन रहता_है,- - - - - - - -
17,022,1,,तोयनिर्णिक्तपाणयः प्रसाधकाः धूपाश्यानकेशान्तं तं तैः तैः आकल्पसाधनैः उपसेदुः,तल-निर्णिक्त-हाथ प्रसाधकों_ने धूप-अश्यान-केश-अन्त उसको उन उनसे साधन-साधनों_से उप_षद्1_प्प्_स्क्या,- - - - - - - -
17,023,1,,ते मुक्तागुणोन्नद्धं अन्तर्गतस्रजम् अस्य मौलिम् प्रभामण्डलशोभिना पद्मरागेण प्रत्यूपुः,- - - - - - - -,- - - - - - - -
17,024,1,,मृगनाभिसुगन्धिना चन्दनेन अङ्गरागं च समापय्य ततः विन्यस्तरोचनं पत्रं चक्रुः,हिरन-नाभि-पिप्परामूल_से चन्दन_से अङ्ग-राग_को और - वहाँ_से - पत्र किये,- - - - - - - - -
17,025,1,,आमुक्ताभरणः  स्रग्वी हंसचिह्नदुकूलवान् राज्यश्रीवधूवरः सः अतिशयप्रेक्ष्यः आसीत्,आमुक्त- स्रग्विन् हंस-चिह्न-दुकूल - वह अतिशय- था,- - - - - - -
